n/a;code;condition;event;ini;type;prio;group;reuse;speaker;voice;#;English(en)                        | (2nd row after this ingame);Bulgarian(bg)
;~;;;;;;;;dru;;#;Да заткнись ты, городской мальчишка!;
;sorass_M_0001;;talk_sor,talk_ass;sor,ass;conv;1;sorass_conv;FALSE;ass;;;ты вообще кто;
;~;;;;;;;;sor;;;Я… Меррис.;
;~;;;;;;;;ass;;;я в смысле, чё ты тут делаешь;
;~;;;;;;;;sor;;;Что ж, раз так хочется знать, придётся посидеть и послушать...;
;~;;;;;;;;@fade;;;;
;sorass_M_0002;;talk_sor,talk_ass;sor,ass;conv;2;sorass_conv;FALSE;sor;;;Думаешь, мы сможем одолеть Смерть?;
;~;;;;;;;;ass;;;я смогу. насчёт тебя сомневаюсь;
;~;;;;;;;;sor;;;<.<;
;sorass_M_0003;;talk_sor,talk_ass;sor,ass;conv;3;sorass_conv;FALSE;sor;;;А у тебя тут случайно нет прикольных книжек?;
;~;;;;;;;;ass;;;с какого перепугу мне тащить книжки на обледеневшую макушку этой чёртовой горы;
;~;;;;;;;;sor;;;С тобой наверняка весело на вечеринках >.>;
;~;;;;;;;;ass;;;говорит книжный червь.;
;sorass_M_0004;;talk_sor,talk_ass;sor,ass;conv;4;sorass_conv;FALSE;ass;;;ты снова чего-то хочешь?;
;~;;;;;;;;sor;;;Я просто подумала, будь у тебя мой огонь, ты бы не была такой холодной :>;
;~;;;;;;;;ass;;;ха-ха.;
;sorass_M_0005;;talk_sor,talk_ass;sor,ass;conv;5;sorass_conv;FALSE;sor;;;Привет, Никси!! Я так соскучилась по твоему тёплому нраву!!!;
;~;;;;;;;;ass;;;я тоже по твоим кривляниям соскучилась.;
;~;;;;;;;;sor;;;Как мило с твоей стороны!! ^^;
;~;;;;;;;;ass;;;ага, я вся такая.;
;sorass_M_0006;;talk_sor,talk_ass;sor,ass;conv;6;sorass_conv;FALSE;ass;;;знаешь…;
;~;;;;;;;;ass;;;ты не такая уж и плохая, меррис.;
;~;;;;;;;;sor;;;Но я хочу быть плохой!! >.<;
;~;;;;;;;;ass;;;...отставить.;
;sorass_S_0001;;talk_sor,talk_ass;sor,ass;conv;1000;sorass_conv;TRUE;sor;;;Привет ^^!;
;~;;;;;;;;ass;;;щас не могу говорить.;
;sorass_S_0003;;talk_sor,talk_ass;sor,ass;conv;1000;sorass_conv;FALSE;sor;;;Фрески в этих залах потрясающие!;
;~;;;;;;;;ass;;;ага, нарисовано вроде неплохо.;
;~;;;;;;;;sor;;;Нет, я про то, что на них изображено!;
;~;;;;;;;;ass;;;я больше по рисованию, чем по сюжетам.;
;~;;;;;;;;sor;;;-.-;
;sorass_S_0004;;talk_sor,talk_ass;sor,ass;conv;1000;sorass_conv;TRUE;sor;;;Как оно, Никси :3?;
;~;;;;;;;;ass;;;тебе реально нечем больше заняться, а?;
;~;;;;;;;;sor;;;Да!! T.T;
;sorass_S_0005;;talk_sor,talk_ass;sor,ass;conv;1001;sorass_conv;TRUE;ass;;;ты же знаешь, я не из болтливых.;
;~;;;;;;;;sor;;;но именно поэтому тебя так весело дёргать!;
;~;;;;;;;;ass;;;...;
;sorass_S_0006;;talk_sor,talk_ass;sor,ass;conv;1000;sorass_conv;TRUE;sor;;;Интересно, сколько ещё богов придёт нам помогать!;
;~;;;;;;;;ass;;;ага, они же просто веселятся, да?;
;~;;;;;;;;ass;;;пока мы тут пашем, спасая свои шкуры!;
;~;;;;;;;;sor;;;Но это же так весело!!;
;~;;;;;;;;ass;;;.;
;~;;;;;;;;ass;;;ага.;
;sorass_S_0007;;talk_sor,talk_ass;sor,ass;conv;1000;sorass_conv;FALSE;sor;;;Ты же из Подземелья, да :?;
;~;;;;;;;;sor;;;Там есть что-то похожее на Владение Смерти????;
;~;;;;;;;;ass;;;трава и всё такое? нет.;
;~;;;;;;;;ass;;;там темно, сыро и полно грибов.;
;~;;;;;;;;sor;;;:o !!;
;~;;;;;;;;ass;;;скучаю по дому.;
;sorass_S_0008;;talk_sor,talk_ass;sor,ass;conv;1001;sorass_conv;FALSE;sor;;;И как вы делаете бумагу в Подземелье?;
;~;;;;;;;;ass;;;мы её вымениваем.;
;~;;;;;;;;sor;;;Ох. Разочаровывающе скучно -.-;
;sorassA_S_0001;last_run_fail;talk_sor,talk_ass;sor;conv;1002;sorass_conv;TRUE;sor;;;Я проиграла, Никси T.T;
;~;;;;;;;;ass;;;...;
;~;;;;;;;;ass;;;да-да, всё пройдёт.;
;sorassA_S_0002;last_run_fail;talk_sor,talk_ass;sor;conv;1000;sorass_conv;TRUE;sor;;;Я была так близко :(;
;~;;;;;;;;ass;;;правда?;
;~;;;;;;;;sor;;;Нет >.>;
;sorassA_S_0003;last_run_fail;talk_sor,talk_ass;sor;conv;1000;sorass_conv;TRUE;sor;;;Я правда думала, что в этот раз получится.;
;~;;;;;;;;ass;;;мойры были иного мнения;
;sorassA_S_0004;last_run_fail;talk_sor,talk_ass;sor;conv;1000;sorass_conv;TRUE;sor;;;Не те боги выпали :@;
;~;;;;;;;;ass;;;а я и не знала, что кости бросаем мы;
;sorassA_S_0005;last_run_fail;talk_sor,talk_ass;sor;conv;1002;sorass_conv;TRUE;sor;;;Никси!! qq;
;~;;;;;;;;ass;;;ты... в следующий раз сможешь, Меррис.;
;sorassA_S_0006;last_run_fail;talk_sor,talk_ass;sor;conv;1001;sorass_conv;TRUE;ass;;;значит, проиграла.;
;~;;;;;;;;ass;;;нужно плечо, чтобы поплакать?;
;~;;;;;;;;sor;;;Нет! Я совсем не злюсь и не бесюсь >.<;
;sorassA_S_0007;last_run_fail;talk_sor,talk_ass;sor;conv;1000;sorass_conv;TRUE;sor;;;умерла x.x;
;~;;;;;;;;ass;;;рано или поздно ты его достанешь. мы все достанем.;
;sorassB_S_0001;last_run_fail;talk_sor,talk_ass;ass;conv;1000;sorass_conv;TRUE;sor;;;Не волнуйся! У тебя получится, Никси :);
;~;;;;;;;;ass;;;...;
;sorassB_S_0002;last_run_fail;talk_sor,talk_ass;ass;conv;1000;sorass_conv;TRUE;sor;;;О нет, всё прошло неудачно :(;
;~;;;;;;;;ass;;;нет.;
;sorassB_S_0003;last_run_fail;talk_sor,talk_ass;ass;conv;1001;sorass_conv;TRUE;ass;;;да пошло это всё, я щас в бешенстве;
;~;;;;;;;;sor;;;Значит, не очень-то и вышло :?;
;sorassB_S_0004;last_run_fail;talk_sor,talk_ass;ass;conv;1002;sorass_conv;TRUE;ass;;;да ф$@% эту смерть;
;~;;;;;;;;sor;;;Не знаю, он не в моём вкусе.;
;~;;;;;;;;ass;;;…;
;sorassB_S_0005;last_run_fail;talk_sor,talk_ass;ass;conv;1000;sorass_conv;TRUE;sor;;;Всё окей, в следующий раз получится ^^;
;~;;;;;;;;ass;;;судя по тому, как ты обращаешься с провалами Аворона…;
;~;;;;;;;;ass;;;...не пойму, ты сейчас пассивно-агрессивничаешь;
;~;;;;;;;;sor;;;Кхм, это другое! >.>;
;sorassB_S_0006;last_run_fail;talk_sor,talk_ass;ass;conv;1001;sorass_conv;TRUE;ass;;;.;
;~;;;;;;;;sor;;;:3;
;~;;;;;;;;ass;;;:p;
;sorbar_M_0001;;talk_sor,talk_bar;sor,bar;conv;1;sorbar_conv;FALSE;sor;;;Привет, я Меррис.;
;~;;;;;;;;bar;;;Кронт. А зачем ты убиваешь Смерть?;
;~;;;;;;;;sor;;;О! А зачем ЕГО убить хочешь ты :P?;
;~;;;;;;;;bar;;;Всё понял. Никто свои причины не называет.;
;sorbar_S_0003;;talk_sor,talk_bar;sor,bar;conv;1000;sorbar_conv;TRUE;sor;;;Согласись, драться божественной магией довольно весело.;
;~;;;;;;;;bar;;;Я никогда не соглашаюсь.;
;sorbar_S_0004;;talk_sor,talk_bar;sor,bar;conv;1001;sorbar_conv;TRUE;bar;;;Ладно, соглашусь. Поджигать скелетов — весело, да.;
;~;;;;;;;;sor;;;Ага! Магия побеждает ^^;
;~;;;;;;;;bar;;;Хотя сталью резать всё же веселей.;
;~;;;;;;;;sor;;;:\;
;sorbar_S_0005;;talk_sor,talk_bar;sor,bar;conv;1002;sorbar_conv;TRUE;bar;;;Тебе надо тренироваться, растить мышцы, Мерри.;
;~;;;;;;;;sor;;;Ни за что! Зачем??;
;~;;;;;;;;bar;;;Чтоб могла орудовать топором вместо магии.;
;~;;;;;;;;bar;;;Так куда веселее.;
;~;;;;;;;;sor;;;Ты никогда не заставишь меня тренироваться!!;
;sorbar_S_0006;;talk_sor,talk_bar;sor,bar;conv;1002;sorbar_conv;TRUE;bar;;;Почему ты всё время летаешь?;
;~;;;;;;;;sor;;;Ведь это же так круто!;
;~;;;;;;;;bar;;;Нет, слишком отвлекает.;
;sorbar_S_0007;;talk_sor,talk_bar;sor,bar;conv;1000;sorbar_conv;TRUE;bar;;;Тут слишком тихо, надо бы включить музыку или что-нибудь.;
;~;;;;;;;;sor;;;Да! Давайте! Танцевальная вечеринка! ^^;
;~;;;;;;;;bar;;;Ладно, попробую сделать барабаны для каждого из старой кожи.;
;~;;;;;;;;sor;;;Ч-что?! Нет! Это не музыка T.T;
;sorbar_S_0008;;talk_sor,talk_bar;sor,bar;conv;1000;sorbar_conv;TRUE;bar;;;Надо было приходить сюда раньше.;
;~;;;;;;;;sor;;;Почему??;
;~;;;;;;;;bar;;;Если бы я знал, что Смерть копит все сокровища мира…;
;~;;;;;;;;sor;;;Грабитель -.-;
;~;;;;;;;;bar;;;Нет-нет. Я как Робин Гуд.;
;sorbarA_S_0001;last_run_fail;talk_sor,talk_bar;sor;conv;1000;sorbar_conv;TRUE;bar;;;Большое навороченное колдовство — ещё больший провал.;
;~;;;;;;;;sor;;;!!;
;sorbarA_S_0002;last_run_fail;talk_sor,talk_bar;sor;conv;1000;sorbar_conv;TRUE;bar;;;Эльфийский способ не работает. Может, дашь мне попробовать.;
;~;;;;;;;;sor;;;:P;
;sorbarA_S_0003;last_run_fail;talk_sor,talk_bar;sor;conv;1000;sorbar_conv;TRUE;bar;;;Магия — нет! Доверять можно только стали.;
;~;;;;;;;;bar;;;Может, в следующий раз зайти туда с моим топором.;
;~;;;;;;;;sor;;;Я твой грёбаный топор даже поднять не могу :x;
;~;;;;;;;;bar;;;Тогда качай большие мышцы!;
;sorbarA_S_0004;last_run_fail;talk_sor,talk_bar;sor;conv;1000;sorbar_conv;TRUE;bar;;;В следующий раз кидай файербол побольше.;
;~;;;;;;;;sor;;;Мои умения так не работают!!;
;sorbarA_S_0005;last_run_fail;talk_sor,talk_bar;sor;conv;1002;sorbar_conv;TRUE;bar;;;Иди восстанови магические силы чаем, Мерри, дай другим походить.;
;~;;;;;;;;sor;;;Не-а!! Всего одна неудача, ну же! Я смогу -.-;
;sorbarA_S_0006;last_run_fail;talk_sor,talk_bar;sor;conv;1001;sorbar_conv;TRUE;bar;;;Это всего лишь одна неудача. В следующий раз получится.;
;~;;;;;;;;sor;;;Ой! Спасибо, Кронт :3;
;sorbarB_S_0001;last_run_fail;talk_sor,talk_bar;bar;conv;1001;sorbar_conv;TRUE;bar;;;Надо почитать умную книжку, чтобы в следующий раз не провалиться.;
;~;;;;;;;;sor;;;У меня есть... книжка о заваривании чая?;
;~;;;;;;;;bar;;;Я возьму её для костра.;
;~;;;;;;;;sor;;;Что?! Нет!! Это правда полезная книжка, она нам нужна!!!;
;~;;;;;;;;bar;;;Ладно-ладно. Оставлю в покое бесполезную книжку про водичку из листьев.;
;sorbarB_S_0002;last_run_fail;talk_sor,talk_bar;bar;conv;1000;sorbar_conv;TRUE;bar;;;Нужны эльфийские советы, как одолеть магических прислужников Смерти.;
;~;;;;;;;;sor;;;Знаешь, не все эльфы хороши в магии!!;
;~;;;;;;;;bar;;;Любой эльф точно лучше меня.;
;sorbarB_S_0003;last_run_fail;talk_sor,talk_bar;bar;conv;1000;sorbar_conv;TRUE;bar;;;Нужны советы, как кидать огонь с помощью топора.;
;~;;;;;;;;sor;;;А ты пробовал спросить Лето?;
;sorbarB_S_0004;last_run_fail;talk_sor,talk_bar;bar;conv;1000;sorbar_conv;TRUE;bar;;;Я крупно облажался. Пусть попробует кто-нибудь другой.;
;~;;;;;;;;sor;;;Не сдавайся, Кронт!! У тебя всё получится :);
;sorbarB_S_0005;last_run_fail;talk_sor,talk_bar;bar;conv;1002;sorbar_conv;TRUE;sor;;;Хочешь успокаивающего чаю :?;
;~;;;;;;;;bar;;;Ладно, только не клади листья в воду.;
;sorbarB_S_0006;last_run_fail;talk_sor,talk_bar;bar;conv;1001;sorbar_conv;TRUE;bar;;;Я провалился. Я не заслуживаю победы.;
;~;;;;;;;;sor;;;Да ну, у тебя всё получится! Может, просто устрой маленький перерыв :?;
;sorwar_M_0001;;talk_sor,talk_war;sor,war;conv;1;sorwar_conv;FALSE;sor;;;Привет!!! Я Меррис :3;
;~;;;;;;;;war;;;Привет. Я Скади.;
;~;;;;;;;;war;;;Народу тут много. Не то, чего я ожидала.;
;~;;;;;;;;sor;;;Наверное, тут много душ, которые нужно спасти!;
;sorwar_M_0002;;talk_sor,talk_war;sor,war;conv;2;sorwar_conv;FALSE;war;;;Значит, ты здесь, чтобы кого-то спасти?;
;~;;;;;;;;sor;;;Ох, я имела в виду души, которые надо спасать, <i>вообще</i>.;
;~;;;;;;;;sor;;;Но есть <b>одна</b>, конкретная, которую я ищу... А ты?;
;~;;;;;;;;war;;;Я иду убивать Смерть.;
;~;;;;;;;;sor;;;Серьёзно?? Я тоже!!!;
;~;;;;;;;;war;;;...;
;sorwar_S_0001;;talk_sor,talk_war;sor,war;conv;1000;sorwar_conv;FALSE;war;;;Как думаешь, когда он явится перед нами?;
;~;;;;;;;;sor;;;Не явится!;
;~;;;;;;;;war;;;Это почему? Мы разоряем его владения!;
;~;;;;;;;;sor;;;Даже величайшие герои для богов — просто муравьи :>;
;sorwar_S_0002;;talk_sor,talk_war;sor,war;conv;1001;sorwar_conv;FALSE;war;;;Меррис, у тебя нет какого-нибудь умения, которое поможет нам выследить Смерть?;
;~;;;;;;;;sor;;;Мы можем вежливо спросить его прислужников!!;
;~;;;;;;;;war;;;...;
;sorwar_S_0003;;talk_sor,talk_war;sor,war;conv;1002;sorwar_conv;FALSE;sor;;;Кажется, я поняла, как можно выманить Смерть наружу.;
;~;;;;;;;;war;;;Как??;
;~;;;;;;;;sor;;;Притворись умирающей, а мы подождём рядом!;
;~;;;;;;;;war;;;...;
;~;;;;;;;;war;;;Ты не можешь отнестись к этому серьёзнее?;
;~;;;;;;;;sor;;;Не могу!! Серьёзность — это скучно >.<;
;sorwar_S_0004;asswar_S_0004;talk_sor,talk_war;sor,war;conv;1003;sorwar_conv;FALSE;sor;;;У вас на Свальбрде есть олени!??;
;~;;;;;;;;war;;;Почему все спрашивают про этих дурацких оленей?!;
;~;;;;;;;;sor;;;Они пушистые, скажи, что они пуушистые!!;
;~;;;;;;;;war;;;Эм, типа того.;
;~;;;;;;;;sor;;;Мне нужен такой T.T;
;sorran_M_0001;;talk_sor,talk_ran;sor,ran;conv;1;sorran_conv;FALSE;sor;;;!!;
;~;;;;;;;;sor;;;Это ТЫ-то что здесь делаешь?;
;~;;;;;;;;ran;;;Glad to see me, sis?;
;~;;;;;;;;ran;;;А я здесь, чтобы спасти положение.;
;~;;;;;;;;sor;;;Встань в очередь...;
;~;;;;;;;;@fade;;;;
;sorran_M_0002;;talk_sor,talk_ran;sor,ran;conv;2;sorran_conv;FALSE;sor;;;Здесь некому петь тебе дифирамбы!;
;~;;;;;;;;sor;;;Ой, стоп, зато твоего эго вполне хватает :P;
;~;;;;;;;;ran;;;Твой огненный характер всё так же холоден, сестрёнка.;
;sorran_M_0003;;talk_sor,talk_ran;sor,ran;conv;3;sorran_conv;FALSE;sor;;;ЗАЧЕМ ты пришёл?;
;~;;;;;;;;ran;;;Так это же долг героя.;
;~;;;;;;;;sor;;;!!!;
;~;;;;;;;;sor;;;Вот так герой!;
;sorranA_S_0002;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;ran;;;Может, дашь мне попробовать.;
;~;;;;;;;;sor;;;Ага, ведь стрелять ты только и умеешь!;
;sorranA_S_0003;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;sor;;;Не. Комментируй.;
;~;;;;;;;;ran;;;Я и не собирался.;
;~;;;;;;;;ran;;;Здесь нечего комментировать.;
;sorranA_S_0004;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;sor;;;Убери эту ухмылку с лица!;
;sorranA_S_0005;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;sor;;;Думаешь, справишься лучше?!;
;~;;;;;;;;ran;;;Это должен быть риторический вопрос?;
;sorranA_S_0006;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;sor;;;Я не хочу слышать комментарии от ТЕБЯ.;
;~;;;;;;;;ran;;;Именно, на этом этапе тебе поможет только наглядная демонстрация.;
;~;;;;;;;;sor;;;Тьфу.;
;sorranB_S_0001;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;ran;;;Владение Смерти — это... довольно серьёзное испытание.;
;~;;;;;;;;sor;;;Или ты просто не так хорош!;
;sorranB_S_0002;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;FALSE;ran;;;Даже я во власти удачи Мойр, сестрёнка.;
;~;;;;;;;;sor;;;Только посмей заговаривать со мной о Мойрах!!;
;sorranB_S_0003;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;ran;;;Это был случай один на миллион.;
;~;;;;;;;;sor;;;В последнее время таких случаев «один на миллион» было полно!;
;sorranB_S_0004;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;sor;;;«Ах, это была чистая невезуха, сестрёнка!»;
;~;;;;;;;;ran;;;«:p»;
;sorranB_S_0005;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;ran;;;Так что иногда я проигрываю.;
;~;;;;;;;;ran;;;Даже боги не идеальны.;
;~;;;;;;;;sor;;;Какое точное сравнение -.-;
;sorranB_S_0006;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;ran;;;Даже я не одолею орду в десять тысяч.;
;~;;;;;;;;ran;;;В большинстве случаев.;
;~;;;;;;;;sor;;;Ох, как я рада, что до тебя МЕДЛЕННО начинает доходить!!;
;sordru_M_0001;;talk_sor,talk_dru;sor,dru;conv;1;sordru_conv;FALSE;sor;;;Вооу, не думала, что свирепые друиды покидают Эшвуд!;
;~;;;;;;;;dru;;;НЕ НАЗЫВАЙ ЭТО ТАК, а то ВЫРВУ тебе язык!;
;~;;;;;;;;sor;;;Н-но... это же название T.T;
;~;;;;;;;;dru;;;Для чужаков вроде тебя.;
;sordru_M_0002;;talk_sor,talk_dru;sor,dru;conv;2;sordru_conv;FALSE;sor;;;Ну эм, а как вообще называется тот лес?;
;~;;;;;;;;sor;;;И тебя правда зовут Лиф??;
;~;;;;;;;;dru;;;Имена — глупая придумка.;
;~;;;;;;;;sor;;;Тогда почему ты разозлилась из-за леса :?;
;~;;;;;;;;dru;;;Этот разговор окончен.;
;sordru_S_0002;;talk_sor,talk_dru;sor,dru;conv;1000;sordru_conv;FALSE;dru;;#;Осторожнее с огнём, чтобы руки твои не стали пеплом, колдунья.;
;~;;;;;;;;sor;;#;>.>;
;sordru_S_0003;;talk_sor,talk_dru;sor,dru;conv;1000;sordru_conv;FALSE;sor;;#;В кого ты можешь превращаться??;
;~;;;;;;;;sor;;#;А в милого котика можешь?;
;~;;;;;;;;dru;;#;Котики не милые. Они смертоносные убийцы.;
;~;;;;;;;;sor;;#;Смертоносно милые :3;
;sordru_S_0004;;talk_sor,talk_dru;sor,dru;conv;1002;sordru_conv;FALSE;sor;;#;Если бы я умела превращаться, каким было бы моё животное, Лиф??;
;~;;;;;;;;dru;;#;Кролик.;
;~;;;;;;;;sor;;#;Ой, потому что я такая же юркая!;
;~;;;;;;;;dru;;#;Потому что ты бесполезный корм для хищников.;
;~;;;;;;;;sor;;#;Я знала, что ты меня оскорбишь, но ожидала другого захода :3;
;~;;;;;;;;dru;;#;Это тоже.;
;sordruA_S_0002;last_run_fail;talk_sor,talk_dru;sor;conv;1001;sordru_conv;TRUE;sor;;#;Нет, Лиф, я облажалась! T.T;
;~;;;;;;;;dru;;#;В природе слабых съедают, куколка.;
;~;;;;;;;;sor;;#;Это ревнивый комплимент, Лиф??;
;~;;;;;;;;dru;;#;Ты странная.;
;sordruA_S_0003;last_run_fail;talk_sor,talk_dru;sor;conv;1001;sordru_conv;TRUE;dru;;#;Столько магии течёт в твоих жилах, и всё впустую.;
;~;;;;;;;;sor;;#;Хватит, ты звучишь как Кронт T.T;
;sordruB_S_0001;last_run_fail;talk_sor,talk_dru;dru;conv;1001;sordru_conv;TRUE;sor;;#;Не переживай, Лиф, в следующий раз тебе повезёт! ^^;
;~;;;;;;;;dru;;#;Замолчи, куколка!;
;sordruB_S_0002;last_run_fail;talk_sor,talk_dru;dru;conv;1001;sordru_conv;TRUE;sor;;#;Чего ты хмуришься, Лиф, всегда есть ещё одна попытка :3;
;~;;;;;;;;dru;;#;Ещё одна попытка звучит отлично.;
;assbar_M_0001;;talk_ass,talk_bar;ass,bar;conv;1;assbar_conv;FALSE;bar;;;Ты пришла убить Смерть. Зачем?;
;~;;;;;;;;ass;;;ты чё, это же очевидно;
;~;;;;;;;;bar;;;Что не очевидно-то?;
;~;;;;;;;;ass;;;ну а кто не хочет убить Смерть?;
;~;;;;;;;;bar;;;Аах, азарт завоеваний! Это я понимаю.;
;assbar_M_0002;;talk_ass,talk_bar;ass,bar;conv;2;assbar_conv;FALSE;bar;;;Так как тебя зовут, розовый эльф?;
;~;;;;;;;;ass;;;Не надо называть людей «розовыми эльфами»!!;
;~;;;;;;;;bar;;;Ладно, я Кронт.;
;~;;;;;;;;ass;;;я никси, зелёный варвар.;
;~;;;;;;;;bar;;;Ха! Мы станем хорошими друзьями, я знаю.;
;~;;;;;;;;ass;;;ага, сомневаюсь;
;assbar_M_0003;;talk_ass,talk_bar;ass,bar;conv;3;assbar_conv;FALSE;bar;;;Ну и как ты сражаешься? Какую магию используешь?;
;~;;;;;;;;ass;;;магия?? Я использую оружие!!;
;~;;;;;;;;bar;;;Это оружие?;
;~;;;;;;;;ass;;;!;
;~;;;;;;;;ass;;;посмотрим, кто первым его добудет, дровосек!;
;~;;;;;;;;bar;;;Значит, состязание.;
;assbar_M_0004;kill_VampireLord;talk_ass,talk_bar;ass,bar;conv;4;assbar_conv;FALSE;bar;;;Ну и почему ты хочешь убить Смерть?;
;~;;;;;;;;ass;;;опять? почему бы тебе сначала не назвать свою причину!;
;~;;;;;;;;bar;;;Есть ли слава больше, чем убить Смерть?;
;~;;;;;;;;ass;;;и всё? слава??;
;~;;;;;;;;bar;;;А что ещё?;
;~;;;;;;;;ass;;;на ум приходит бессмертие...;
;assbar_M_0005;kill_VampireLord;talk_ass,talk_bar;ass,bar;conv;5;assbar_conv;FALSE;bar;;;Так почему ты хочешь быть бессмертной?;
;~;;;;;;;;ass;;;разве не <b>очевидно</b>?;
;~;;;;;;;;bar;;;Ты задаёшь тот же вопрос, но я всё равно не понял.;
;~;;;;;;;;ass;;;что может быть лучше, чем больше времени?;
;~;;;;;;;;bar;;;Справедливо, песочные часы очень полезны.;
;~;;;;;;;;ass;;;...;
;assbar_M_0006;kill_VampireLord;talk_ass,talk_bar;ass,bar;conv;6;assbar_conv;FALSE;bar;;;Думаю, ты просто боишься умереть, Н.;
;~;;;;;;;;bar;;;Все умирают. Важно, как ты умираешь.;
;~;;;;;;;;ass;;;типа как погибнуть «за славу»?;
;~;;;;;;;;bar;;;Только… наследие даёт настоящее бессмертие.;
;~;;;;;;;;ass;;;ты не очень-то уверенно говоришь, К;
;~;;;;;;;;ass;;;Только бессмертие даёт <b>настоящее</b> бессмертие.;
;assbar_S_0001;;talk_ass,talk_bar;ass,bar;conv;1000;assbar_conv;FALSE;ass;;;откуда ты узнал про вход?;
;~;;;;;;;;bar;;;Это великая легенда в культуре Моргутов. Я искал высочайший пик – я нашёл.;
;~;;;;;;;;ass;;;вау. Вот бы мой путь сюда был таким же лёгким.;
;assbar_S_0002;;talk_ass,talk_bar;ass,bar;conv;1000;assbar_conv;FALSE;ass;;;чё как, К;
;~;;;;;;;;bar;;;Я не хочу суп.;
;~;;;;;;;;ass;;;что?;
;~;;;;;;;;bar;;;Суп — это просто питьё. Ешь жёсткую еду, будешь жёстким.;
;~;;;;;;;;ass;;;...этот языковой барьер не перепрыгнуть…;
;~;;;;;;;;ass;;;попробую выражаться более однозначно, пожалуй;
;~;;;;;;;;bar;;;...?;
;~;;;;;;;;ass;;;говори понятнее.;
;assbar_S_0003;;talk_ass,talk_bar;ass,bar;conv;1001;assbar_conv;FALSE;ass;;;так… на каких языках ты говоришь?;
;~;;;;;;;;bar;;;Моргут, Ундули и немного вашего эльфийского.;
;~;;;;;;;;ass;;;ничего себе, ты полиглот;
;~;;;;;;;;bar;;;Не хвастаюсь, просто правда.;
;assbar_S_0004;;talk_ass,talk_bar;ass,bar;conv;1002;assbar_conv;FALSE;ass;;;кажется, я немного впереди в состязании.;
;~;;;;;;;;bar;;;С чего ты взяла?;
;~;;;;;;;;ass;;;ты старый и медленный.;
;~;;;;;;;;bar;;;Ха! Нет, нет. Ты просто заносчивый кролик.;
;~;;;;;;;;ass;;;Кролик?!;
;~;;;;;;;;bar;;;Да, но черепаха всегда побеждает.;
;assbarA_S_0001;last_run_fail;talk_ass,talk_bar;ass;conv;1001;assbar_conv;TRUE;ass;;;.;
;~;;;;;;;;bar;;;Опять неудача?;
;~;;;;;;;;ass;;;.;
;assbarA_S_0002;last_run_fail;talk_ass,talk_bar;ass;conv;1000;assbar_conv;TRUE;bar;;;Иногда Мойры шутят. В следующий раз получится.;
;~;;;;;;;;ass;;;спс, попробую.;
;assbarA_S_0003;last_run_fail;talk_ass,talk_bar;ass;conv;1000;assbar_conv;TRUE;bar;;;Как можно победить без брони?;
;~;;;;;;;;ass;;;!;
;~;;;;;;;;ass;;;кто бы говорил!;
;~;;;;;;;;bar;;;Пресс твёрдый как железо. Не нужна.;
;assbarA_S_0004;last_run_fail;talk_ass,talk_bar;ass;conv;1000;assbar_conv;TRUE;bar;;;Может, в следующий раз подерёшься не зубочистками, Н.;
;~;;;;;;;;ass;;;ха-ха.;
;assbarA_S_0005;last_run_fail;talk_ass,talk_bar;ass;conv;1000;assbar_conv;TRUE;bar;;;Не победить без стали в руках, Н.;
;~;;;;;;;;ass;;;У меня кинжалы!!;
;~;;;;;;;;bar;;;Кухонная утварь не считается.;
;assbarA_S_0006;last_run_fail;talk_ass,talk_bar;ass;conv;1001;assbar_conv;TRUE;bar;;;От зверя в его логове не убежать.;
;~;;;;;;;;ass;;;о, теперь ты грузишь меня умными загадками, да?;
;~;;;;;;;;bar;;;Это просто основы охоты.;
;assbarB_S_0001;last_run_fail;talk_ass,talk_bar;bar;conv;1000;assbar_conv;TRUE;ass;;;завоевание подвело?;
;~;;;;;;;;bar;;;Неудача — моя собственная.;
;assbarB_S_0002;last_run_fail;talk_ass,talk_bar;bar;conv;1000;assbar_conv;TRUE;ass;;;хоть что-нибудь полезное нашёл?;
;~;;;;;;;;bar;;;Смейся, Н. В следующей попытке у меня получится.;
;assbarB_S_0003;last_run_fail;talk_ass,talk_bar;bar;conv;1000;assbar_conv;TRUE;ass;;;так быстро вернулся? забыл топор или что?;
;~;;;;;;;;bar;;;Я был не в форме. В следующий раз я выиграю.;
;assbarB_S_0004;last_run_fail;talk_ass,talk_bar;bar;conv;1001;assbar_conv;TRUE;ass;;;«в следующий раз я выиграю»?;
