n/a;code;condition;event;#eventalt;ini;type;prio;group;reuse;speaker;voice;#;English(en);Bulgarian(bg)
;ser_S_0019;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0019;;Вот несколько моих особенных подарков для него..;
;ser_S_0020;;lvl_ser;;pc;vn;1004;;TRUE;Serenity;ser_S_0020;;Заставь Смерть дрожать!;
;ser_S_0021;;lvl_ser;;pc;vn;1003;;TRUE;Serenity;ser_S_0021;;Я сто лет здесь не бывала. Не скажу, что место сильно изменилось.;
;ser_S_0022;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0022;;Заморозь их насмерть!;
;ser_S_0023;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0023;;Иней мой — на него!;
;ser_S_0024;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0024;;Зима близко.;
;ser_S_0026;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0026;;Хочу увидеть сердце Смерти заточённым в тюрьму изо льда.;
;ser_S_0027;;lvl_ser;;pc;vn;1003;;TRUE;Serenity;ser_S_0027;;Вы, смертные, пересекаетесь со Смертью лишь раз. А я терплю его занудную компанию целые эпохи.;
;ser_S_0028;;lvl_ser;;pc;vn;1002;;TRUE;Serenity;ser_S_0028;;Каждая снежинка — изящное доказательство моей красоты.;
;ser_S_0029;;lvl_ser;;pc;vn;1000;;FALSE;Serenity;ser_M_0002_ALT;;Не бойся, хрупкий смертный, я пришла вести тебя сквозь беду.;
;ser_hbemp_S_0001;has_boon_emp;lvl_ser;;pc;vn;1000;ser_hbemp;TRUE;Serenity;ser_hbemp_S_0001;;При всей своей наивной подаче Мойры невероятно проницательны.;
;ser_hbemp_S_0002;has_boon_emp;lvl_ser;;pc;vn;1000;ser_hbemp;TRUE;Serenity;ser_hbemp_S_0002;;Не давай Мойрам себя одурачить, дорогуша. Они куда более зоркие, чем кажутся.;
;ser_hbcon_S_0001;has_boon_con;lvl_ser;;pc;vn;1001;ser_hbcon;TRUE;Serenity;ser_hbcon_S_0001;;Благословение Крома? Дай-ка я помогу тебе это заглушить.;
;ser_hbcon_S_0002;has_boon_con;lvl_ser;;pc;vn;1002;ser_hbcon;TRUE;Serenity;ser_hbcon_S_0002;;Что тут скажешь о Кроме? Он не в своём уме, раз думает, что одолеет Смерть в дуэли.;
;ser_hbven_S_0001;has_boon_ven;lvl_ser;;pc;vn;1000;ser_hbven;FALSE;Serenity;ser_hbven_S_0001;;Сестрица, конечно, добралась до тебя первой. Она просто не может не лезть в дела смертных. Что ж, впервые она тут не единственная хитрая лисичка.;
;ser_hbven_S_0002;has_boon_ven;lvl_ser;;pc;vn;1001;ser_hbven;TRUE;Serenity;ser_hbven_S_0002;;Лето обязательно встрянет, у неё прямо зависимость от внимания!;
;ser_hbven_S_0003;has_boon_ven;lvl_ser;;pc;vn;1002;ser_hbven;TRUE;Serenity;ser_hbven_S_0003;;Я люблю Лето, но она ни секунды не задумывается о своих поступках. Думаю, ты распорядишься её силой мудрее.;
;ser_hbven_S_0004;has_boon_ven;lvl_ser;;pc;vn;1002;ser_hbven;TRUE;Serenity;ser_hbven_S_0004;;Меня всегда поражало, как смертные вроде тебя тают от мимолётного тепла моей сестры. Неужели ты не видишь кристальной элегантности и очарования зимы?;
;ser_hbmor_S_0001;has_boon_mor;lvl_ser;;pc;vn;1001;ser_hbmor;TRUE;Serenity;ser_hbmor_S_0001;;Вижу, ты носишь благословения Морт. Она очаровательна, правда? Не то что её отец.;
;ser_hbmor_S_0002;has_boon_mor;lvl_ser;;pc;vn;1000;ser_hbmor;FALSE;Serenity;ser_hbmor_S_0002;;Морт ополчилась на отца? Неудивительно. Подозреваю, он был ужасным родителем.;
;ser_hbtim_S_0001;has_boon_tim;lvl_ser;;pc;vn;1000;ser_hbtim;FALSE;Serenity;ser_hbtim_S_0001;;Часы Времени в руках смертного.. Очень необычно. Время ведь даже не разговаривает с вашим братом.;
;ser_hbtim_S_0002;has_boon_tim;lvl_ser;;pc;vn;1000;ser_hbtim;TRUE;Serenity;ser_intriguing;;Время по-настоящему разгневано Смертью. Раз оно отдал свои часы, дело совсем плохо.;
;ser_hbjus_S_0001;has_boon_jus;lvl_ser;;pc;vn;1000;ser_hbjus;TRUE;Serenity;ser_hbjus_S_0001;;Леди Справедливость строга, но и милосердна. Порядок держать непросто, особенно среди богов.;
;ser_hbjus_S_0002;has_boon_jus;lvl_ser;;pc;vn;1001;ser_hbjus;TRUE;Serenity;ser_hmmmm;;Справедливость благословляет немногих. Она либо верит в твою праведность, либо отчаянно хочет, чтобы Смерть заплатила.;
;tim_M_0001;;lvl_core_tim;;pc;vn;1;;FALSE;Time;tim_M_0001_A;;Наши Часы вернули тебя.;
;~;;;;;;;;;~;tim_M_0001_B;;Войди в воду ещё раз, герой. Мы не можем последовать за тобой, но скоро тебе придут на помощь другие.;
;~;;;;;;;;;~;tim_M_0001_C;;Смерть предстанет перед судом за свои проступки.;
;tim_M_0002;;lvl_core_tim;;pc;vn;2;;FALSE;Time;tim_M_0002;;Смерть забрала много жизней до того, как упала их последняя песчинка. Нельзя позволить его воровству времени продолжаться.;
;tim_M_0003;;lvl_core_tim;;pc;vn;3;;FALSE;Time;tim_M_0003;;Песок Часов восполняется лишь за пределами владений Смерти. Распоряжайся временем с умом.;
;tim_S_0001B;;lvl_tim;;pc;vn;1000;;FALSE;Time;tim_S_0001B;;С бесконечностью на твоей стороне ты добьёшься своего.;
;tim_S_0001;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0001;;Мы понимаем, что смертным нужно время, чтобы учиться. Это мы можем дать.;
;tim_S_0005;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0005;;У тебя в запасе вечность. Помни об этом.;
;tim_S_0007;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0007;;Твоя миссия вернёт миру должный порядок.;
;tim_S_0008;;lvl_tim;;pc;vn;1001;;TRUE;Time;tim_S_0008;;Чем больше ты забираешь из владений Смерти, тем больше можешь туда вернуть. Со временем ты добьёшься успеха.;
;tim_S_0011;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0011;;Поступки Смерти — оскорбление порядка мироздания. Смерть нужно остановить.;
;tim_S_0012;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0012;;Обдумывай свой путь. Выбирай из наших даров осмотрительно.;
;tim_S_0013;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0013;;Путей вперёд много. Ты поймёшь, какой выбрать.;
;tim_S_0014;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0014;;Чем глубже ты проникаешь в его владения, тем слабее Смерть держит их.;
;tim_S_0015;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0015;;Проблеск бесконечности.;
;tim_S_0016;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0016_ALT;;Своеволие Смерти разрывает нашу вселенную.;
;tim_S_0017;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0017;;Время — безбрежная река.;
;tim_S_0018;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0018;;Будущее держится на тебе.;
;tim_S_0019;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0019;;Последний час.;
;tim_S_0020;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0020;;Эпоха Смерти уходит.;
;tim_S_0021;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0021;;Со временем приходит опыт.;
;tim_S_0022;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0022;;Смерть стала слишком высокомерной.;
;tim_S_0023;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0023;;Высокомерие погубит Смерть.;
;tim_S_0024;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0024;;Бесконечность на твоей стороне.;
;tim_S_0025;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0025;;Снова и снова.;
;jus_M_0001;;lvl_core_jus;;pc;vn;1;;FALSE;Justice;jus_M_0001_A;;Приветствую, чемпион. Я — вершительница правосудия. Приятно наконец познакомиться.;
;~;;;;;;;;;~;jus_M_0001_B;;Смерть причинила зло и твоему роду, и моему, и за это она предстанет перед Законом.;
;~;;;;;;;;;~;jus_M_0001_C_ALT;;Поможешь мне привести приговор в исполнение?;
;jus_S_0001;;lvl_jus;;pc;vn;1000;;TRUE;Justice;jus_S_0001;;Не Смерти решать, когда отнимать жизнь. За нарушение долга перед живыми её ждёт возмездие.;
;jus_S_0002;;lvl_jus;;pc;vn;1003;;TRUE;Justice;jus_S_0002;;Пусть мои силы помогут тебе в твоей беде.;
;jus_S_0003;;lvl_jus;;pc;vn;1003;;TRUE;Justice;jus_S_0003;;Возьми из моих благословений, чемпион.;
;jus_S_0004;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0004;;Весы не лгут.;
;jus_S_0005;;lvl_jus;;pc;vn;1001;;TRUE;Justice;jus_S_0005;;Праведные законы должны соблюдаться.;
;jus_S_0006;;lvl_jus;;pc;vn;1002;;TRUE;Justice;jus_S_0006;;Помни, что у большинства богов мотивы неблаговидны. Не полагайся на тех, кем движет грех.;
;jus_S_0008;;lvl_jus;;pc;vn;1005;;FALSE;Justice;jus_S_0008;;Перед лицом несправедливости видны истинные герои. Ты один из них, и я благодарю тебя.;
;jus_S_0010;;lvl_jus;;pc;vn;1001;;TRUE;Justice;jus_S_0010;;Лучшая атака — это хорошая защита, чемпион.;
;jus_S_0011;;lvl_jus;;pc;vn;1004;;TRUE;Justice;jus_S_0011;;Смерть не явилась на собственный суд. Она считает себя выше Законов, управляющих всеми нами.;
;jus_S_0012;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0012;;Правосудие свершится.;
;jus_S_0013;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0013;;Пусть твой поход будет благословлён праведными.;
;jus_S_0014;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0014;;Уравняй весы.;
;jus_S_0015;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0015;;Правосудие беспристрастно.;
;jus_S_0016;;lvl_jus;;pc;vn;1003;;TRUE;Justice;jus_S_0016;;Грех не останется скрытым.;
;jus_S_0017;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0017;;Все грехи выйдут на свет.;
;jus_hbemp_S_0002;has_boon_emp;lvl_jus;;pc;vn;1001;jus_hbemp;TRUE;Justice;jus_hbemp_S_0002;;На тебе метка Мойр. Раз они встали за тебя, значит, видят перед тобой героический путь.;
;jus_hbcon_S_0001;has_boon_con;lvl_jus;;pc;vn;1000;jus_hbcon;TRUE;Justice;jus_hbcon_S_0001;;Вижу, ты носишь благословения Крома. Знай, герой, разрушение обоюдоострое.;
;jus_hbcon_S_0002;has_boon_con;lvl_jus;;pc;vn;1000;jus_hbcon;TRUE;Justice;jus_hbcon_S_0002;;Не принимай дары военных преступников вроде Крома, герой.;
;jus_hbven_S_0001;has_boon_ven;lvl_jus;;pc;vn;1000;jus_hbven;TRUE;Justice;jus_hbven_S_0001;;Помни о помощи Лета. Не позволяй эмоциям затмить рассудок.;
;jus_hbven_S_0002;has_boon_ven;lvl_jus;;pc;vn;1000;jus_hbven;TRUE;Justice;jus_hbven_S_0002;;Вижу на тебе благословения Лета. Когда встретишь Смерть, не дай пылу втянуть себя в месть. Беспристрастие — добродетель.;
;jus_hbmor_S_0001;has_boon_mor;lvl_jus;;pc;vn;1000;jus_hbmor;TRUE;Justice;jus_hbmor_S_0001;;Дочь не несёт вины за грехи отца. Взять дары Морт было мудро, герой.;
;jus_hbmor_S_0002;has_boon_mor;lvl_jus;;pc;vn;1001;jus_hbmor;TRUE;Justice;jus_hbmor_S_0002;;То, что даёт Морт, — лишь малая часть сил Смерти. Но и этого хватит, чтобы дать тебе прозрение. А знание — тоже сила.;
;jus_hbmor_S_0003;has_boon_mor;lvl_jus;;pc;vn;1001;jus_hbmor;FALSE;Justice;jus_hbmor_S_0003;;Морт — единственная из нас, кто помогает тебе без Часов. И хоть её больше нет в этом Круге, её сила здесь всё ещё действует.;
;jus_hbmor_S_0004;has_boon_mor;lvl_jus;;pc;vn;1002;jus_hbmor;FALSE;Justice;jus_hbmor_S_0004_A;;Смерть всегда была беспристрастна в своём долге. А Морт всегда была слишком привязана к жизни.;
;~;;;;;;;;;~;jus_hbmor_S_0004_B;;Вот и я думала, что именно она станет нарушать закон. Но вот, что получилось.;
;jus_hbser_S_0001;has_boon_ser;lvl_jus;;pc;vn;1000;jus_hbser;TRUE;Justice;jus_hbser_S_0001;;Как бы холодна она ни была, Зима знает границы своих владений. Добродетель, которой нет у всех в её семье.;
;jus_hbser_S_0002;has_boon_ser;lvl_jus;;pc;vn;1000;jus_hbser;TRUE;Justice;jus_hbser_S_0002;;Зима действует из вредности. Но за всем этим льдом, возможно, теплится огонёк.;
;jus_hbtim_S_0001;has_boon_tim;lvl_jus;;pc;vn;1000;jus_hbtim;TRUE;Justice;jus_hbtim_S_0001;;Часы — средоточие силы Времени. И всё же оно отдало их тебе, чтобы Смерть предстала перед судом.;
;jus_hbtim_S_0002;has_boon_tim;lvl_jus;;pc;vn;1000;jus_hbtim;TRUE;Justice;jus_hbtim_S_0002;;Без Часов Времени мы не смогли бы помогать тебе, герой. За это я благодарю его.;
;jus_hbwra_S_0001;has_boon_wra;lvl_jus;;pc;vn;1000;jus_hbwra;TRUE;Justice;jus_hbwra_S_0001;;Бог молний действует импульсивно, совсем как Лето. И его деяния часто приводят обратно к Смерти.;
;wra_M_0001;;lvl_core_wra;;pc;vn;1;;FALSE;Wrath;wra_M_0001_A;;Лэйгун, бог молний, к твоим услугам.;
;~;;;;;;;;;~;wra_M_0001_B;;Странно, такой выход обычно слегка встряхивает смертных. Лето опередила меня, да? Богу несолидно опаздывать, особенно такому, как я.;
;~;;;;;;;;;~;wra_M_0001_C;;Ладно, неважно, это, собственно, очень на меня похоже! Молнии никто не может предсказать.;
;wra_S_0001;;lvl_wra;;pc;vn;1010;;TRUE;Wrath;wra_S_0001;;Раз я всё ещё тут, ты явно делаешь что-то правильно! Я по натуре не засиживаюсь на месте.;
;wra_S_0002;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0002_ALT;;Что там у тебя?;
;wra_S_0003;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_uhhhh2;;Мне уже скучновато просто с тобой разговаривать. Поторопимся?;
;wra_S_0004;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0004;;Как продвигается?;
;wra_S_0005;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0005;;Я — порывистый дух. Ты же, похоже, довольно надёжный.;
;wra_S_0007;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0007;;Позволь вмешаться, как это обычно делают боги.;
;wra_S_0008;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_pffff;;У меня правда нет терпения на эти героические эпопеи. Бери мои благословения быстрее, у меня настроение не ахти.;
;wra_S_0009;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_hellothere;;О, я сейчас в превосходном настроении. Пару молний не нужно?;
;wra_S_0010;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0010;;Всё ещё сидишь на том кладбище?;
;wra_S_0012;;lvl_wra;;pc;vn;1000;;TRUE;Wrath; wra_S_0012;;Честно говоря, я бы уже устал от такого. Но ты живучий, приятель!;
;wra_S_0013;;lvl_wra;;pc;vn;1000;;TRUE;Wrath; wra_S_0013;;Люди и боги склоняются передо мной. Но тебе это не нужно, герой. Мы ведь приятели.;
;wra_S_0014;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0014;;Гроза на улице сегодня просто великолепна, не хвастаюсь. Жаль, что ты тут сидишь. Ну, помогу тебе молниеносно выбраться.;
;wra_S_0015;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0015;;У тебя там всё нормально, смертный? Мне кажется, тебе не помешает божественная помощь, как считаешь?;
;wra_S_0019;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0019;;Над владениями Смерти сгущаются грозовые тучи. Плохая примета... для самой Смерти.;
;wra_S_0021;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0021;;Молния может ударить в одно место дважды.. Если я того захочу, конечно.;
;wra_S_0023;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0023;;Был тут один тип, который думал, что сможет оживить кого-то молнией. Попробуй, пока ты там внизу.;
;wra_S_0025;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0025;;Будем честны, ни одна сила не сравнится с цепной молнией.;
;wra_S_0026;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0026;;Позволь вмешаться.;
;wra_S_0027;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0027;;Я умею шокировать, не так ли?;
;wra_S_0028;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0028;;Я бог-вмешатель.;
;wra_hbemp_S_0001;has_boon_emp;lvl_wra;;pc;vn;1000;wra_hbemp;TRUE;Wrath;wra_laugh8;;О, мне весьма нравятся Мойры! Они предсказывают меня довольно точно, но никогда не успевают ответить. Всегда забавно наблюдать, как они извиваются.;
;wra_hbemp_S_0002;has_boon_emp;lvl_wra;;pc;vn;1000;wra_hbemp;TRUE;Wrath;wra_laugh9;;Мойры — чудесные маленькие надоедалы.;
;wra_hbcon_S_0001;has_boon_con;lvl_wra;;pc;vn;1000;wra_hbcon;TRUE;Wrath;wra_hrgmmm;;Тут уже становится тесновато, с этими всеми богами. Не скажу, что рад снова видеть Крома.;
;wra_hbcon_S_0002;has_boon_con;lvl_wra;;pc;vn;1000;wra_hbcon;TRUE;Wrath;wra_hrgmmm;;Почему никто не любит Крома? Смертный, смертный, почему никто не любит Смерть? Здесь есть закономерность, видишь.;
;wra_hbven_S_0001;has_boon_ven;lvl_wra;;pc;vn;1000;wra_hbven;FALSE;Wrath;wra_hmmmm3;;Так как скажешь, мои благословения лучше или хуже, чем у Лета? Мне надо знать, как дела у конкурентки, выручай бога!;
;wra_hbven_S_0002;has_boon_ven;lvl_wra;;pc;vn;1001;wra_hbven;FALSE;Wrath;wra_charming;;Лето меня просто обожает. Вечно преследует меня, куда бы я ни пошёл.;
;wra_hbven_S_0003;has_boon_ven;lvl_wra;;pc;vn;1002;wra_hbven;FALSE;Wrath;wra_hmmm;;Уже под благословением Лета? Похоже, я снова останусь просто громом.;
;wra_hbven_S_0004;has_boon_ven;lvl_wra;;pc;vn;1003;wra_hbven;FALSE;Wrath;wra_sigh2;;Молния может вызывать пожары, но по делам, касающимся смертных, я, похоже, всегда второй!;
;wra_hbven_S_0005;has_boon_ven;lvl_wra;;pc;vn;1004;wra_hbven;TRUE;Wrath;wra_charming;;Под благословением Лета? О, она от меня просто не может оторваться.;
;wra_hbven_S_0006;has_boon_ven;lvl_wra;;pc;vn;1005;wra_hbven;FALSE;Wrath;wra_hellothere2;;Слушай, Лето дала твоему роду огонь. Но, думаю, она пришла помочь тебе лишь для того, чтобы обогнать меня на старте.;
;~;;;;;;;;;~;;;Не то чтобы я хотел, чтобы мир вращался вокруг меня, — это я вращаюсь вокруг всего мира.;
;wra_hbven_S_0007;has_boon_ven;lvl_wra;;pc;vn;1005;wra_hbven;FALSE;Wrath;wra_laugh2;;Огонь — это дико, но молния — это совсем другое, не так ли?;
;wra_hbmor_S_0001;has_boon_mor;lvl_wra;;pc;vn;1000;wra_hbmor;TRUE;Wrath;wra_charming2;;В моём деле мне порой приходилось встречать Морт, а не её отца. Гораздо более приятная встреча.;
;wra_hbmor_S_0002;has_boon_mor;lvl_wra;;pc;vn;1000;wra_hbmor;TRUE;Wrath;wra_interesting;;Что за дела с тем, что Морт тебе помогает? Семейная драма или как? А, ладно, знать не хочу.;
;~;;;;;;;;;~;;;Но серьёзно, в чём дело?;
;wra_hbser_S_0001;has_boon_ser;lvl_wra;;pc;vn;1010;wra_hbser;TRUE;Wrath;wra_hmmmm4;;О, какая же Зима зануда. Ничего общего с сестрой. Зато Морт удалась на славу!;
;wra_hbser_S_0002;has_boon_ser;lvl_wra;;pc;vn;1001;wra_hbser;TRUE;Wrath;wra_hmmmm4;;Без зимы не было бы осени, а я очень люблю это время года. Так что, пожалуй, Зима не так уж плоха.;
;~;;;;;;;;;~;;;Да и Лето она тоже раздражает.;
;wra_hbtim_S_0002;has_boon_tim;lvl_wra;;pc;vn;1000;wra_hbtim;TRUE;Wrath;wra_laugh;;Что я могу сказать о Времени? Я его почти не вижу, я появляюсь и исчезаю за долю секунды. Не хватает на болтовню и чашку чая.;
;wra_hbjus_S_0001;has_boon_jus;lvl_wra;;pc;vn;1004;wra_hbjus;FALSE;Wrath;wra_ughm;;Справедливость я совсем не люблю. После того приговора, что она вынесла Лету лет двенадцать тысяч назад. Не понимаю, почему остальные боги его одобрили.;
;wra_hbjus_S_0002;has_boon_jus;lvl_wra;;pc;vn;1003;wra_hbjus;FALSE;Wrath;wra_ughm;;Порядок, баланс и куча прочей ерунды! Из-за таких, как Справедливость, Хаос лежит в заточении с… другими.;
;~;;;;;;;;;~;;;Хотя в итоге это был выбор самого Хаоса…;
;~;;;;;;;;;~;;;Смотри, она будет пытаться убедить тебя в своей праведности, апеллируя к ложному авторитету. Не ведись. Оставайся собой.;
;ear_M_0001;;lvl_core_ear;;pc;vn;1;;FALSE;Earth;ear_M_0001_B_ALT2;;Перед тобой Нинь, Создательница гор. Следуй моим наставлениям, и посмотрим, чего ты стоишь!;
;ear_M_0002;;lvl_core_ear;;pc;vn;2;;FALSE;Earth;ear_M_0002_A_ALT2;;Я следила за твоим путешествием с твоих первых шагов по моей земле, смертный. Многие брались за этот путь, но лишь немногие показали такую стойкость!;
;~;;;;;;;;;~;ear_M_0002_B_ALT2;;Ты снова и снова пытаешься и не дрогнешь. Продолжай в том же духе!;
;ear_S_0001;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0001_ALT2;;Будь покрепче, если хочешь взять то, что я тебе даю!;
;ear_S_0002;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0002;;Пусть эта попытка будет лучшей из всех, новичок, а не то попробуешь на вкус меня.;
;ear_S_0003;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0003;;Ты разогреваешься или это всё, что у тебя есть?!;
;ear_S_0004;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0004_ALT3;;Этот маленький подарок от меня тобой заслужен. Продолжай, и, может, получишь ещё!;
;ear_S_0005;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0005_ALT3;;Да-авай, покажи мне выносливость, новичок, посмотрим, на что ты годишься!;
;ear_S_0006;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0006;;Продолжай, смертный! Скоро ты поймёшь всю прелесть гринда.;
;ear_S_0007;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0007_ALT;;Это пока всего лишь разминка!;
;ear_S_0008;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0008_ALT;;Даже самый маленький камешек может вызвать лавину. А что можешь запустить ты, смертный?;
;ear_S_0009;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0009;;Покажи мне свою силу, смертный! Дави на землю, почувствуй, как она давит в ответ!;
;ear_S_0010;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0010;;Я не допущу, чтобы говорили, будто Нинь стояла в стороне, пока смертные показывали нечеловеческую силу. Ученику нужен учитель!;
;ear_S_0011;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0011_ALT;;Стоять против него самого! Ха, дух в тебе есть, смертный.;
;ear_S_0012;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0012;;Такова воля богов — Смерть ответит перед правосудием.;
;ear_S_0013;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0013_ALT;;Закон нужно соблюдать, чтобы была стабильность. Смерть не вправе делать что ему вздумается.;
;ear_S_0014;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0014_ALT;;Не считай попытки. Заставь каждую попытку считаться!;
;ear_S_0015;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0015_ALT;;Горы строятся веками. В дисциплине есть сила, смертный!;
;ear_S_0016;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0016_ALT;;Нога за ногой. Вот так и двигают горы!;
;ear_S_0017;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0017_ALT;;Сила и дисциплина — ступени к величию!;
;ear_S_0018;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0018_ALT;;Не просто взбирайся на гору — покоряй её!;
;ear_S_0019;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0019_ALT2;;Камень точно бьёт бумагу. Я тысячу раз давила деревья Весны! Ха! Не нарочно, просто она стояла… на пути.;
;ear_S_0020;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0020_ALT;;Обычно тело способное, а разум слабый. Вы, смертные, всё поняли наоборот.;
;ear_S_0021;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0021;;Ты снова и снова толкаешь этот валун, зная, что он каждый раз тебя раздавит. Смертный осмеливается там, где боги колеблются!;
;ear_S_0022;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0022;;Тренировки каждый день, и конца им не видно! Некоторым из богов, что тебе помогают, не помешало бы поучиться у тебя.;
;ear_S_0023;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0023;;Каждый день — день ног!;
;ear_S_0024;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0024;;Посмотрим, как долго ты продержишься!;
;ear_S_0025;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0023_ALT;;Каждый день — день ног!;
;ear_hbemp_S_0001;has_boon_emp;lvl_ear;;pc;vn;1001;ear_hbemp;TRUE;Earth;ear_hbemp_S_0001_ALT;;Ха! Мойры! Мы сами куём свою судьбу, смертный!;
;ear_hbemp_S_0002;has_boon_emp;lvl_ear;;pc;vn;1000;ear_hbemp;TRUE;Earth;ear_hbemp_S_0002_ALT;;Никакой «судьбы» не существует. Если эти мелкие чертовки всё знают, почему тогда они всегда молчат и ничего не делают?;
;ear_hbcon_S_0001;has_boon_con;lvl_ear;;pc;vn;1000;ear_hbcon;TRUE;Earth;ear_hbcon_S_0001;;Кром силён, но я всё равно его расплющу.;
;ear_hbcon_S_0002;has_boon_con;lvl_ear;;pc;vn;1001;ear_hbcon;TRUE;Earth;ear_hbcon_S_0002_ALT3;;Знаешь, я однажды вызывала Крома померяться силой рук. Он так и не принял вызов.;
;ear_hbven_S_0001;has_boon_ven;lvl_ear;;pc;vn;1000;ear_hbven;TRUE;Earth;ear_hbven_S_0001_ALT;;Огонь сделал смертных изнеженными, как та хитрая лисица Лето. Тебе не следовало принимать её помощь.;
;ear_hbven_S_0002;has_boon_ven;lvl_ear;;pc;vn;1000;ear_hbven;TRUE;Earth;ear_hbven_S_0002_ALT1;;От всех этих инструментов и оружия — сплошное изнеживание. В древности вы поклонялись внутренней силе!;
;ear_hbven_S_0003;has_boon_ven;lvl_ear;;pc;vn;1001;ear_hbven;TRUE;Earth;ear_hbven_S_0003;;Лето и её сёстры приходят и уходят… Нет ничего надёжнее земли у тебя под ногами.;
