n/a;code;condition;event;ini;type;prio;group;reuse;speaker;voice;#;English(en)                        | (2nd row after this ingame);Bulgarian(bg)
;~;;;;;;;;sor;;;Yes!! T.T;
;sorass_S_0005;;talk_sor,talk_ass;sor,ass;conv;1001;sorass_conv;TRUE;ass;;;u kn im not the talkative type.;
;~;;;;;;;;sor;;;but that's what makes poking u so much fun!;
;~;;;;;;;;ass;;;...;
;sorass_S_0006;;talk_sor,talk_ass;sor,ass;conv;1000;sorass_conv;TRUE;sor;;;I wonder how many more gods will come to help us!;
;~;;;;;;;;ass;;;yeah, they're having fun aren't they?;
;~;;;;;;;;ass;;;while we toil away for our lives!;
;~;;;;;;;;sor;;;But it's so much fun!!;
;~;;;;;;;;ass;;;.;
;~;;;;;;;;ass;;;u-huh.;
;sorass_S_0007;;talk_sor,talk_ass;sor,ass;conv;1000;sorass_conv;FALSE;sor;;;You're from the Underground right :?;
;~;;;;;;;;sor;;;Is it anything like Death's realm????;
;~;;;;;;;;ass;;;with grass and such? no.;
;~;;;;;;;;ass;;;it's dark, wet and filled with mushrooms.;
;~;;;;;;;;sor;;;:o !!;
;~;;;;;;;;ass;;;i miss home.;
;sorass_S_0008;;talk_sor,talk_ass;sor,ass;conv;1001;sorass_conv;FALSE;sor;;;So how do you make paper in the Underground?;
;~;;;;;;;;ass;;;we trade for it.;
;~;;;;;;;;sor;;;Oh. Disappointingly boring -.-;
;sorassA_S_0001;last_run_fail;talk_sor,talk_ass;sor;conv;1002;sorass_conv;TRUE;sor;;;I failed Nixi T.T;
;~;;;;;;;;ass;;;...;
;~;;;;;;;;ass;;;there there.;
;sorassA_S_0002;last_run_fail;talk_sor,talk_ass;sor;conv;1000;sorass_conv;TRUE;sor;;;I was so close :(;
;~;;;;;;;;ass;;;really?;
;~;;;;;;;;sor;;;No >.>;
;sorassA_S_0003;last_run_fail;talk_sor,talk_ass;sor;conv;1000;sorass_conv;TRUE;sor;;;I really thought I had it this time.;
;~;;;;;;;;ass;;;the fates disagreed;
;sorassA_S_0004;last_run_fail;talk_sor,talk_ass;sor;conv;1000;sorass_conv;TRUE;sor;;;Didn't roll the right gods :@;
;~;;;;;;;;ass;;;i wasn't aware we were the ones throwing the dice;
;sorassA_S_0005;last_run_fail;talk_sor,talk_ass;sor;conv;1002;sorass_conv;TRUE;sor;;;Nixi!! qq;
;~;;;;;;;;ass;;;you... can do it next time, Merris.;
;sorassA_S_0006;last_run_fail;talk_sor,talk_ass;sor;conv;1001;sorass_conv;TRUE;ass;;;so you lost.;
;~;;;;;;;;ass;;;need a shoulder to cry on?;
;~;;;;;;;;sor;;;No! I'm not angry or pissed at all >.<;
;sorassA_S_0007;last_run_fail;talk_sor,talk_ass;sor;conv;1000;sorass_conv;TRUE;sor;;;dead x.x;
;~;;;;;;;;ass;;;you'll get him eventually. we all will.;
;sorassB_S_0001;last_run_fail;talk_sor,talk_ass;ass;conv;1000;sorass_conv;TRUE;sor;;;Don't worry! You can do it, Nixi :);
;~;;;;;;;;ass;;;...;
;sorassB_S_0002;last_run_fail;talk_sor,talk_ass;ass;conv;1000;sorass_conv;TRUE;sor;;;Oh no, didn't go well :(?;
;~;;;;;;;;ass;;;no.;
;sorassB_S_0003;last_run_fail;talk_sor,talk_ass;ass;conv;1001;sorass_conv;TRUE;ass;;;f@%$ this shit I'm so pissed rn;
;~;;;;;;;;sor;;;Didn't go well then :?;
;sorassB_S_0004;last_run_fail;talk_sor,talk_ass;ass;conv;1002;sorass_conv;TRUE;ass;;;f$@% death;
;~;;;;;;;;sor;;;I don't know, he's not my type.;
;~;;;;;;;;ass;;;…;
;sorassB_S_0005;last_run_fail;talk_sor,talk_ass;ass;conv;1000;sorass_conv;TRUE;sor;;;It's ok, next time you can do it ^^;
;~;;;;;;;;ass;;;given how you treat Avoron's failures…;
;~;;;;;;;;ass;;;...not sure if you're being passive aggressive rn;
;~;;;;;;;;sor;;;Uhm, that's different! >.>;
;sorassB_S_0006;last_run_fail;talk_sor,talk_ass;ass;conv;1001;sorass_conv;TRUE;ass;;;.;
;~;;;;;;;;sor;;;:3;
;~;;;;;;;;ass;;;:p;
;sorbar_M_0001;;talk_sor,talk_bar;sor,bar;conv;1;sorbar_conv;FALSE;sor;;;Hi, I'm Merris.;
;~;;;;;;;;bar;;;Kront. Why you kill Death?;
;~;;;;;;;;sor;;;Oh! Why do YOU wanna kill him :P?;
;~;;;;;;;;bar;;;Ok I get. No one say their reasons.;
;sorbar_S_0003;;talk_sor,talk_bar;sor,bar;conv;1000;sorbar_conv;TRUE;sor;;;You've gotta admit, fighting with godly magic is pretty fun.;
;~;;;;;;;;bar;;;I never admit.;
;sorbar_S_0004;;talk_sor,talk_bar;sor,bar;conv;1001;sorbar_conv;TRUE;bar;;;Ok I admit. Setting skellies on fire – fun yes.;
;~;;;;;;;;sor;;;Aha! Magic wins ^^;
;~;;;;;;;;bar;;;Not more fun than cut with steel though.;
;~;;;;;;;;sor;;;:\;
;sorbar_S_0005;;talk_sor,talk_bar;sor,bar;conv;1002;sorbar_conv;TRUE;bar;;;You need train, gain muscle, Merri.;
;~;;;;;;;;sor;;;Hell no! Why??;
;~;;;;;;;;bar;;;So you can wield axe, use instead of magic.;
;~;;;;;;;;bar;;;Is way more fun.;
;~;;;;;;;;sor;;;You'll never make me exercise!!;
;sorbar_S_0006;;talk_sor,talk_bar;sor,bar;conv;1002;sorbar_conv;TRUE;bar;;;Why you always fly?;
;~;;;;;;;;sor;;;It's so cool isn't it!;
;~;;;;;;;;bar;;;No, is too distracting.;
;sorbar_S_0007;;talk_sor,talk_bar;sor,bar;conv;1000;sorbar_conv;TRUE;bar;;;Is too quiet here, we need play music or something.;
;~;;;;;;;;sor;;;Yes! Lets do it! A dance party! ^^;
;~;;;;;;;;bar;;;Ok, I try to make drums for each from scrap leather.;
;~;;;;;;;;sor;;;W-what?! No! That's not music T.T;
;sorbar_S_0008;;talk_sor,talk_bar;sor,bar;conv;1000;sorbar_conv;TRUE;bar;;;Should have come here sooner.;
;~;;;;;;;;sor;;;Why??;
;~;;;;;;;;bar;;;If I known Death hoard all treasures of the world…;
;~;;;;;;;;sor;;;Pillager -.-;
;~;;;;;;;;bar;;;No, no. Is like Robin Hood.;
;sorbarA_S_0001;last_run_fail;talk_sor,talk_bar;sor;conv;1000;sorbar_conv;TRUE;bar;;;Big fancy magic, bigger failure.;
;~;;;;;;;;sor;;;!!;
;sorbarA_S_0002;last_run_fail;talk_sor,talk_bar;sor;conv;1000;sorbar_conv;TRUE;bar;;;Elvish method no work. Maybe give me try.;
;~;;;;;;;;sor;;;:P;
;sorbarA_S_0003;last_run_fail;talk_sor,talk_bar;sor;conv;1000;sorbar_conv;TRUE;bar;;;Magic – no! Only in steel you can trust.;
;~;;;;;;;;bar;;;Maybe try go in with my axe next time.;
;~;;;;;;;;sor;;;I can't even lift your fucking axe :x;
;~;;;;;;;;bar;;;Need train for big muscles then!;
;sorbarA_S_0004;last_run_fail;talk_sor,talk_bar;sor;conv;1000;sorbar_conv;TRUE;bar;;;Need throw bigger fireball next time.;
;~;;;;;;;;sor;;;That's not how my spells work!!;
;sorbarA_S_0005;last_run_fail;talk_sor,talk_bar;sor;conv;1002;sorbar_conv;TRUE;bar;;;Go restore magical energies with tea Merri, give others turn.;
;~;;;;;;;;sor;;;Nuh-uh!! Just one failure, come on! I can do it -.-;
;sorbarA_S_0006;last_run_fail;talk_sor,talk_bar;sor;conv;1001;sorbar_conv;TRUE;bar;;;Is only one failure. Next you have it.;
;~;;;;;;;;sor;;;Oh! Thanks Kront :3;
;sorbarB_S_0001;last_run_fail;talk_sor,talk_bar;bar;conv;1001;sorbar_conv;TRUE;bar;;;Need read fancy book to learn how not fail next time.;
;~;;;;;;;;sor;;;I've got a... book on tea making?;
;~;;;;;;;;bar;;;I take this for fire.;
;~;;;;;;;;sor;;;What?! No!! It's a really useful book we need it!!!;
;~;;;;;;;;bar;;;Ok ok. I leave useless leaf water book alone.;
;sorbarB_S_0002;last_run_fail;talk_sor,talk_bar;bar;conv;1000;sorbar_conv;TRUE;bar;;;Need elvish tips on how to beat Death's magic minions.;
;~;;;;;;;;sor;;;You know, not all elves are good at magic!!;
;~;;;;;;;;bar;;;All elves certainly better than I.;
;sorbarB_S_0003;last_run_fail;talk_sor,talk_bar;bar;conv;1000;sorbar_conv;TRUE;bar;;;Need tips on how to throw fire with axe.;
;~;;;;;;;;sor;;;Have you tried asking Summer?;
;sorbarB_S_0004;last_run_fail;talk_sor,talk_bar;bar;conv;1000;sorbar_conv;TRUE;bar;;;I do big failure. Maybe someone else try.;
;~;;;;;;;;sor;;;Don't give up Kront!! You can do it :);
;sorbarB_S_0005;last_run_fail;talk_sor,talk_bar;bar;conv;1002;sorbar_conv;TRUE;sor;;;Want some calming tea :?;
;~;;;;;;;;bar;;;Ok but don't put leaf in water.;
;sorbarB_S_0006;last_run_fail;talk_sor,talk_bar;bar;conv;1001;sorbar_conv;TRUE;bar;;;I fail. I no deserve to win.;
;~;;;;;;;;sor;;;No-o, you'll do it! Just take a short break maybe :?;
;sorwar_M_0001;;talk_sor,talk_war;sor,war;conv;1;sorwar_conv;FALSE;sor;;;Hi!!! I'm Merris :3;
;~;;;;;;;;war;;;Hi, I'm Skadi.;
;~;;;;;;;;war;;;Lots of people around here. Not what I was expecting.;
;~;;;;;;;;sor;;;Lots of souls in need of saving I imagine!;
;sorwar_M_0002;;talk_sor,talk_war;sor,war;conv;2;sorwar_conv;FALSE;war;;;So you're here to save someone then?;
;~;;;;;;;;sor;;;Oh, I meant souls in need of saving in <i>general</i>.;
;~;;;;;;;;sor;;;But there is a specific <b>one</b> I'm looking for... You?;
;~;;;;;;;;war;;;I'm on a quest to kill Death.;
;~;;;;;;;;sor;;;Really?? So am I!!!;
;~;;;;;;;;war;;;...;
;sorwar_S_0001;;talk_sor,talk_war;sor,war;conv;1000;sorwar_conv;FALSE;war;;;When do you think he'll appear before us?;
;~;;;;;;;;sor;;;He won't!;
;~;;;;;;;;war;;;Why not? We are ravaging his realm!;
;~;;;;;;;;sor;;;Even the greatest heroes are just ants to the gods :>;
;sorwar_S_0002;;talk_sor,talk_war;sor,war;conv;1001;sorwar_conv;FALSE;war;;;Merris, do you have some sort of spell that can help us track Death?;
;~;;;;;;;;sor;;;We can ask his minions nicely!!;
;~;;;;;;;;war;;;...;
;sorwar_S_0003;;talk_sor,talk_war;sor,war;conv;1002;sorwar_conv;FALSE;sor;;;I think I figured out how we can lure Death outside.;
;~;;;;;;;;war;;;How??;
;~;;;;;;;;sor;;;Pretend you're dying and we'll wait nearby!;
;~;;;;;;;;war;;;...;
;~;;;;;;;;war;;;Can't you take this more seriously?;
;~;;;;;;;;sor;;;No!! Serious is boring >.<;
;sorwar_S_0004;asswar_S_0004;talk_sor,talk_war;sor,war;conv;1003;sorwar_conv;FALSE;sor;;;Do you have deers on Svalbrd!??;
;~;;;;;;;;war;;;Why does everyone ask about the stupid deers?!;
;~;;;;;;;;sor;;;Are they fluffy, pls tell me they're fluffyyy!!;
;~;;;;;;;;war;;;Uhh, kinda.;
;~;;;;;;;;sor;;;I need one T.T;
;sorran_M_0001;;talk_sor,talk_ran;sor,ran;conv;1;sorran_conv;FALSE;sor;;;!!;
;~;;;;;;;;sor;;;What are YOU doing here?;
;~;;;;;;;;ran;;;Glad to see me, sis?;
;~;;;;;;;;ran;;;Why, I'm here to save the day.;
;~;;;;;;;;sor;;;Get in line...;
;~;;;;;;;;@fade;;;;
;sorran_M_0002;;talk_sor,talk_ran;sor,ran;conv;2;sorran_conv;FALSE;sor;;;No one to sing you praises around here!;
;~;;;;;;;;sor;;;Oh wait, your own ego is plenty :P;
;~;;;;;;;;ran;;;Your fiery spirit is as cold as ever, sis.;
;sorran_M_0003;;talk_sor,talk_ran;sor,ran;conv;3;sorran_conv;FALSE;sor;;;WHY did you come?;
;~;;;;;;;;ran;;;Why, It's a hero's responsibility.;
;~;;;;;;;;sor;;;!!!;
;~;;;;;;;;sor;;;Some hero you are!;
;sorranA_S_0002;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;ran;;;Perhaps you should let me take a shot at it.;
;~;;;;;;;;sor;;;Yeah, cuz that's all you can do!;
;sorranA_S_0003;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;sor;;;Don't. Comment.;
;~;;;;;;;;ran;;;I wasn't going to.;
;~;;;;;;;;ran;;;There's nothing worth commenting on.;
;sorranA_S_0004;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;sor;;;Wipe that smirk off your face!;
;sorranA_S_0005;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;sor;;;You think you can do better?!;
;~;;;;;;;;ran;;;Is that supposed to be rhetorical?;
;sorranA_S_0006;last_run_fail;talk_sor,talk_ran;sor;conv;1001;sorran_conv;TRUE;sor;;;I don't wanna hear any commentary from YOU.;
;~;;;;;;;;ran;;;Why yes, at this point only a demonstration can help you out.;
;~;;;;;;;;sor;;;Ugh.;
;sorranB_S_0001;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;ran;;;Death's realm is... quite the challenge.;
;~;;;;;;;;sor;;;Or maybe you're just not that good!;
;sorranB_S_0002;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;FALSE;ran;;;Even I am beholden to the Fates' luck, sis.;
;~;;;;;;;;sor;;;Oh, don't YOU dare speak to me of the Fates!!;
;sorranB_S_0003;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;ran;;;It was a one in a million kinda scenario.;
;~;;;;;;;;sor;;;Lots of ones in those millions lately!;
;sorranB_S_0004;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;sor;;;"Why, it was sheer bad luck, sis!";
;~;;;;;;;;ran;;;":p";
;sorranB_S_0005;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;ran;;;So sometimes I lose.;
;~;;;;;;;;ran;;;Not even the gods are perfect.;
;~;;;;;;;;sor;;;What an apt comparison -.-;
;sorranB_S_0006;last_run_fail;talk_sor,talk_ran;ran;conv;1001;sorran_conv;TRUE;ran;;;Even I can't best ten thousand strong hordes.;
;~;;;;;;;;ran;;;Most of the time.;
;~;;;;;;;;sor;;;Oh, I'm glad it's SLOWLY starting to sink in!!;
;sordru_M_0001;;talk_sor,talk_dru;sor,dru;conv;1;sordru_conv;FALSE;sor;;;Woow, I didn't think feral druids left Ashwood!;
;~;;;;;;;;dru;;;DON'T CALL IT THAT or I'll RIP out your tongue!;
;~;;;;;;;;sor;;;B-but... it's the name T.T;
;~;;;;;;;;dru;;;For outfolk like you.;
;sordru_M_0002;;talk_sor,talk_dru;sor,dru;conv;2;sordru_conv;FALSE;sor;;;So uhm, what's that forest called anyway?;
;~;;;;;;;;sor;;;And is your name really Leaf??;
;~;;;;;;;;dru;;;Names are a foolish concept.;
;~;;;;;;;;sor;;;So why did you get angry about the forest then :?;
;~;;;;;;;;dru;;;This exchange is over.;
;sordru_S_0002;;talk_sor,talk_dru;sor,dru;conv;1000;sordru_conv;FALSE;dru;;#;Careful with that fire, lest your hands turn to ash, sorceress.;
;~;;;;;;;;sor;;#;>.>;
;sordru_S_0003;;talk_sor,talk_dru;sor,dru;conv;1000;sordru_conv;FALSE;sor;;#;What forms can you turn into??;
;~;;;;;;;;sor;;#;Can you turn into a cute cat?;
;~;;;;;;;;dru;;#;Cats aren't cute. They're deadly killers.;
;~;;;;;;;;sor;;#;Deadly cute :3;
;sordru_S_0004;;talk_sor,talk_dru;sor,dru;conv;1002;sordru_conv;FALSE;sor;;#;If I could shapeshift what would my animal be, Leaf??;
;~;;;;;;;;dru;;#;Rabbit.;
;~;;;;;;;;sor;;#;Oh, because I'm nimble like one!;
;~;;;;;;;;dru;;#;Because you're useless food for predators.;
;~;;;;;;;;sor;;#;I knew you'd insult me but I was expecting a different lane :3;
;~;;;;;;;;dru;;#;That too.;
;sordruA_S_0002;last_run_fail;talk_sor,talk_dru;sor;conv;1001;sordru_conv;TRUE;sor;;#;No, Leaf I failed! T.T;
;~;;;;;;;;dru;;#;In nature the weak get eaten, dollface.;
;~;;;;;;;;sor;;#;Is that a jealous compliment, Leaf??;
;~;;;;;;;;dru;;#;You're weird.;
;sordruA_S_0003;last_run_fail;talk_sor,talk_dru;sor;conv;1001;sordru_conv;TRUE;dru;;#;All that magic coursing through your veins, yet nothing.;
;~;;;;;;;;sor;;#;Stop, you sound like Kront T.T;
;sordruB_S_0001;last_run_fail;talk_sor,talk_dru;dru;conv;1001;sordru_conv;TRUE;sor;;#;Don't worry, Leaf you'll get them next time! ^^;
;~;;;;;;;;dru;;#;Shut up, dollface!;
;sordruB_S_0002;last_run_fail;talk_sor,talk_dru;dru;conv;1001;sordru_conv;TRUE;sor;;#;Why the angry face, Leaf, there's always another try :3;
;~;;;;;;;;dru;;#;Another try sounds perfect.;
;assbar_M_0001;;talk_ass,talk_bar;ass,bar;conv;1;assbar_conv;FALSE;bar;;;You come to kill Death. Why?;
;~;;;;;;;;ass;;;wdym, isn't it obvious;
;~;;;;;;;;bar;;;What isn't?;
;~;;;;;;;;ass;;;who doesn't wanna kill death?;
;~;;;;;;;;bar;;;Aah, the thrill of conquest! This I can understand.;
;assbar_M_0002;;talk_ass,talk_bar;ass,bar;conv;2;assbar_conv;FALSE;bar;;;So what is name, pink elf?;
;~;;;;;;;;ass;;;Don’t call someone a "pink elf"!!;
;~;;;;;;;;bar;;;Ok, I am Kront.;
;~;;;;;;;;ass;;;im nixi, green barbarian.;
;~;;;;;;;;bar;;;Ha! We make good friends, I know.;
;~;;;;;;;;ass;;;y, doubt;
;assbar_M_0003;;talk_ass,talk_bar;ass,bar;conv;3;assbar_conv;FALSE;bar;;;So how you fight? What magic you use?;
;~;;;;;;;;ass;;;magic?? I use weapons!!;
;~;;;;;;;;bar;;;This is weapon?;
;~;;;;;;;;ass;;;!;
;~;;;;;;;;ass;;;we'll see who gets him first, lumberjack!;
;~;;;;;;;;bar;;;Is contest then.;
;assbar_M_0004;kill_VampireLord;talk_ass,talk_bar;ass,bar;conv;4;assbar_conv;FALSE;bar;;;So why you want kill Death?;
;~;;;;;;;;ass;;;this again? why dont u tell me ur reason first!;
;~;;;;;;;;bar;;;What greater glory than kill Death?;
;~;;;;;;;;ass;;;that's it? glory??;
;~;;;;;;;;bar;;;What else?;
;~;;;;;;;;ass;;;immortality comes to mind...;
;assbar_M_0005;kill_VampireLord;talk_ass,talk_bar;ass,bar;conv;5;assbar_conv;FALSE;bar;;;So why you want be immortal?;
;~;;;;;;;;ass;;;isn't it <b>obvious</b>?;
;~;;;;;;;;bar;;;Same question you ask, but I still don't get.;
;~;;;;;;;;ass;;;what beats having more time?;
;~;;;;;;;;bar;;;This good point, hourglass very useful.;
;~;;;;;;;;ass;;;...;
;assbar_M_0006;kill_VampireLord;talk_ass,talk_bar;ass,bar;conv;6;assbar_conv;FALSE;bar;;;I think you just scared to die N.;
;~;;;;;;;;bar;;;All die. Is matter how you die.;
;~;;;;;;;;ass;;;like getting urself killed "for glory"?;
;~;;;;;;;;bar;;;Only… legacy give true immortality.;
;~;;;;;;;;ass;;;u dont sound that confident, K;
;~;;;;;;;;ass;;;Only immortality gives <b>true</b> immortality.;
;assbar_S_0001;;talk_ass,talk_bar;ass,bar;conv;1000;assbar_conv;FALSE;ass;;;how did u learn about the entrance?;
;~;;;;;;;;bar;;;Is great legend in Morgut culture. I seek highest peak – I find.;
;~;;;;;;;;ass;;;wow. I wish my journey here was that easy.;
;assbar_S_0002;;talk_ass,talk_bar;ass,bar;conv;1000;assbar_conv;FALSE;ass;;;sup K;
;~;;;;;;;;bar;;;I don't want soup.;
;~;;;;;;;;ass;;;what?;
;~;;;;;;;;bar;;;Soup just drink. Eat tough food, make you tough.;
;~;;;;;;;;ass;;;...cant jump over that language barrier…;
;~;;;;;;;;ass;;;i’ll try to be more unequivocal i guess;
;~;;;;;;;;bar;;;...?;
;~;;;;;;;;ass;;;speak clear.;
;assbar_S_0003;;talk_ass,talk_bar;ass,bar;conv;1001;assbar_conv;FALSE;ass;;;so… what languages do you speak?;
;~;;;;;;;;bar;;;Morgut, Unduli and some of your Elvishes.;
;~;;;;;;;;ass;;;damn, u a polyglot;
;~;;;;;;;;bar;;;No gloat, just truth.;
;assbar_S_0004;;talk_ass,talk_bar;ass,bar;conv;1002;assbar_conv;FALSE;ass;;;i feel like im a bit ahead on the contest.;
;~;;;;;;;;bar;;;How you figure?;
;~;;;;;;;;ass;;;ur old n slow.;
;~;;;;;;;;bar;;;Ha! No, no. You just arrogant rabbit.;
;~;;;;;;;;ass;;;Rabbit?!;
;~;;;;;;;;bar;;;Yes, but turtle always win.;
;assbarA_S_0001;last_run_fail;talk_ass,talk_bar;ass;conv;1001;assbar_conv;TRUE;ass;;;.;
;~;;;;;;;;bar;;;Is another failure then?;
;~;;;;;;;;ass;;;.;
;assbarA_S_0002;last_run_fail;talk_ass,talk_bar;ass;conv;1000;assbar_conv;TRUE;bar;;;Sometimes Fates joke around. Next you succeed.;
;~;;;;;;;;ass;;;thx ill try.;
;assbarA_S_0003;last_run_fail;talk_ass,talk_bar;ass;conv;1000;assbar_conv;TRUE;bar;;;How can win without armor?;
;~;;;;;;;;ass;;;!;
;~;;;;;;;;ass;;;you're one to talk!;
;~;;;;;;;;bar;;;Abs tough as iron. No need.;
;assbarA_S_0004;last_run_fail;talk_ass,talk_bar;ass;conv;1000;assbar_conv;TRUE;bar;;;Maybe don't use toothpicks to fight next attempt, N.;
;~;;;;;;;;ass;;;ha-ha.;
;assbarA_S_0005;last_run_fail;talk_ass,talk_bar;ass;conv;1000;assbar_conv;TRUE;bar;;;You can't win without steel in hands, N.;
;~;;;;;;;;ass;;;I have daggers!!;
;~;;;;;;;;bar;;;Utensil don't count.;
;assbarA_S_0006;last_run_fail;talk_ass,talk_bar;ass;conv;1001;assbar_conv;TRUE;bar;;;Can't outrun beast in its den.;
;~;;;;;;;;ass;;;oo, hitting me with some smart riddles now, huh?;
;~;;;;;;;;bar;;;Is just basic hunting.;
;assbarB_S_0001;last_run_fail;talk_ass,talk_bar;bar;conv;1000;assbar_conv;TRUE;ass;;;conquest let you down?;
;~;;;;;;;;bar;;;Failure is my own.;
;assbarB_S_0002;last_run_fail;talk_ass,talk_bar;bar;conv;1000;assbar_conv;TRUE;ass;;;find anything useful at least?;
;~;;;;;;;;bar;;;Laugh it up, N. Next attempt I have it.;
;assbarB_S_0003;last_run_fail;talk_ass,talk_bar;bar;conv;1000;assbar_conv;TRUE;ass;;;b so soon? forgot ur axe or somethin?;
;~;;;;;;;;bar;;;Was in bad shape. Next time I win.;
;assbarB_S_0004;last_run_fail;talk_ass,talk_bar;bar;conv;1001;assbar_conv;TRUE;ass;;;"next time you win?";
;~;;;;;;;;bar;;;You want try?;
;~;;;;;;;;ass;;;eh, busy rn;
;assbarB_S_0005;last_run_fail;talk_ass,talk_bar;bar;conv;1002;assbar_conv;TRUE;ass;;;steel let you down or something?;
;~;;;;;;;;bar;;;Insult I, but weapon not.;
;~;;;;;;;;ass;;;sry, I'll leave your axefu out of it then;
;assbarB_S_0006;last_run_fail;talk_ass,talk_bar;bar;conv;1001;assbar_conv;TRUE;ass;;;have fun at least?;
;~;;;;;;;;bar;;;Failure no fun. But combat was good.;
;assbarB_S_0007;last_run_fail;talk_ass,talk_bar;bar;conv;1002;assbar_conv;FALSE;ass;;;kill a bunch of em at least?;
;~;;;;;;;;bar;;;.;
;~;;;;;;;;bar;;;...;
;~;;;;;;;;bar;;;Skeletons yes! I destroy many of them!;
;~;;;;;;;;bar;;;Glorious battle it was!;
;asswar_M_0001;;talk_ass,talk_war;ass,war;conv;1;asswar_conv;FALSE;war;;;So, you're an assassin?;
;~;;;;;;;;ass;;;y;
;~;;;;;;;;war;;;I'm. Skadi.;
;~;;;;;;;;ass;;;nixi;
;~;;;;;;;;ass;;;good talk.;
;asswar_M_0002;;talk_ass,talk_war;ass,war;conv;2;asswar_conv;FALSE;ass;;;u're a svalbrd highlander, no?;
;~;;;;;;;;war;;;Was it the hair?;
;~;;;;;;;;war;;;No, wait. The skirt.;
;~;;;;;;;;ass;;;...;
;~;;;;;;;;war;;;Sorry. That was rude of me.;
;asswar_M_0003;;talk_ass,talk_war;ass,war;conv;3;asswar_conv;FALSE;war;;;Sorry again for last time.;
;~;;;;;;;;war;;;What's it like where you come from?;
;~;;;;;;;;ass;;;goblins, trolls, mushroom kings. that kinda stuff;
;~;;;;;;;;ass;;;we dark elves live underground u kn;
;~;;;;;;;;war;;;Sounds dangerous.;
;~;;;;;;;;ass;;;its quite peaceful actually;
;~;;;;;;;;ass;;;everything is very low energy.;
;asswar_M_0004;;talk_ass,talk_war;ass,war;conv;4;asswar_conv;FALSE;war;;;So, what led you here?;
;~;;;;;;;;ass;;;?;
;~;;;;;;;;ass;;;gonna kill death. personal reasons.;
;~;;;;;;;;war;;;I see.;
;~;;;;;;;;war;;;Well… uhm. Sounds good.;
;asswar_M_0005;;talk_ass,talk_war;ass,war;conv;5;asswar_conv;FALSE;ass;;;u?;
;~;;;;;;;;war;;;Sorry?;
;~;;;;;;;;ass;;;why are u here?;
;~;;;;;;;;war;;;To become a hero.;
;~;;;;;;;;ass;;;odd goal.;
;asswar_M_0006;kill_VampireLord;talk_ass,talk_war;ass,war;conv;6;asswar_conv;FALSE;ass;;;so why do u want to be a "hero"?;
;~;;;;;;;;war;;;To prove myself.;
;~;;;;;;;;ass;;;u dont need others to tell u who u are.;
;~;;;;;;;;war;;;It's not for others.;
;asswar_S_0001;;talk_ass,talk_war;ass,war;conv;1000;asswar_conv;FALSE;ass;;;u fish?;
;~;;;;;;;;war;;;Fish? I'm not very good at it.;
;~;;;;;;;;ass;;;oh well.;
;asswar_S_0002;;talk_ass,talk_war;ass,war;conv;1001;asswar_conv;FALSE;war;;;I've… never heard of assassin heroes.;
;~;;;;;;;;ass;;;what about the Prince of Ers?;
;~;;;;;;;;war;;;Never heard of him.;
;~;;;;;;;;ass;;;its cuz he was really good.;
;~;;;;;;;;war;;;Oh, I see.;
;asswar_S_0004;;talk_ass,talk_war;ass,war;conv;1003;asswar_conv;FALSE;ass;;;sorry, ive always wondered…;
;~;;;;;;;;ass;;;is it true u have reindeer races in svalbrd?;
;~;;;;;;;;war;;;yes.;
;~;;;;;;;;ass;;;Oh wow! Awesome!!;
;~;;;;;;;;war;;;It's not. They barely do any racing.;
;asswar_S_0005;;talk_ass,talk_war;ass,war;conv;1004;asswar_conv;FALSE;war;;;Is this inappropriate of me to ask?;
;~;;;;;;;;ass;;;shoot;
;~;;;;;;;;war;;;...Is it true your skin glows under moonlight?;
;~;;;;;;;;ass;;;And it sparkles.;
;~;;;;;;;;war;;;Ohh… I wish mine did too.;
;~;;;;;;;;ass;;;u dont. it gets old fast.;
;asswar_S_0006;;talk_ass,talk_war;ass,war;conv;1005;asswar_conv;FALSE;war;;;So… mushroom kings?;
;~;;;;;;;;ass;;;yep. our king died just a few years ago.;
;~;;;;;;;;ass;;;not sure what's going on now, haven't been down there.;
;~;;;;;;;;war;;;are they like… evil or?;
;~;;;;;;;;ass;;;oh no, it was a peaceful thing.;
;~;;;;;;;;ass;;;connected all the tunnels for us, supplied us with…;
;~;;;;;;;;ass;;;…u kn what, never mind. I'm not good at lectures.;
;~;;;;;;;;ass;;;ask Merris, she'll know.;
;asswar_S_0007;;talk_ass,talk_war;ass,war;conv;1006;asswar_conv;TRUE;ass;;;u think mushrooms go to death's realm when they die?;
;~;;;;;;;;war;;;I imagine everything does.;
;~;;;;;;;;ass;;;cool. I might meet the king.;
