n/a;code;condition;event;#eventalt;ini;type;prio;group;reuse;speaker;voice;#;English(en);Bulgarian(bg)
;ser_hbven_S_0002;has_boon_ven;lvl_ser;;pc;vn;1001;ser_hbven;TRUE;Serenity;ser_hbven_S_0002;;Summer always has to interfere, it's like she's addicted to the attention!;
;ser_hbven_S_0003;has_boon_ven;lvl_ser;;pc;vn;1002;ser_hbven;TRUE;Serenity;ser_hbven_S_0003;;I love Summer, but she never takes a moment to consider her actions. I imagine you'll use her powers more wisely.;
;ser_hbven_S_0004;has_boon_ven;lvl_ser;;pc;vn;1002;ser_hbven;TRUE;Serenity;ser_hbven_S_0004;;It has always appalled me how mortals like you fawn over my sister's fleeting warmth. Can't you recognize the crystalline elegance and charm of winter?;
;ser_hbmor_S_0001;has_boon_mor;lvl_ser;;pc;vn;1001;ser_hbmor;TRUE;Serenity;ser_hbmor_S_0001;;I see you carry the blessings of Mort. She's lovely isn't she? Not like her father.;
;ser_hbmor_S_0002;has_boon_mor;lvl_ser;;pc;vn;1000;ser_hbmor;FALSE;Serenity;ser_hbmor_S_0002;;Mort has turned on her father? Figures. I imagine he was a terrible parent.;
;ser_hbtim_S_0001;has_boon_tim;lvl_ser;;pc;vn;1000;ser_hbtim;FALSE;Serenity;ser_hbtim_S_0001;;The Hourglass of Time in the hands of a mortal.. How very unusual. They never even talk to your kind.;
;ser_hbtim_S_0002;has_boon_tim;lvl_ser;;pc;vn;1000;ser_hbtim;TRUE;Serenity;ser_intriguing;;Time is really angered with Death. To give away his hourglass, things must be dire.;
;ser_hbjus_S_0001;has_boon_jus;lvl_ser;;pc;vn;1000;ser_hbjus;TRUE;Serenity;ser_hbjus_S_0001;;Lady Justice is harsh, but also merciful. Order is a difficult thing to maintain, especially in the realm of the gods.;
;ser_hbjus_S_0002;has_boon_jus;lvl_ser;;pc;vn;1001;ser_hbjus;TRUE;Serenity;ser_hmmmm;;Few are blessed by Justice. She either believes in your righteousness or desperately wants Death to pay.;
;tim_M_0001;;lvl_core_tim;;pc;vn;1;;FALSE;Time;tim_M_0001_A;;Our Hourglass has brought you back.;
;~;;;;;;;;;~;tim_M_0001_B;;Step into the water once more, hero. We cannot follow you, but soon others will come to your aid.;
;~;;;;;;;;;~;tim_M_0001_C;;Death will stand trial for his transgressions.;
;tim_M_0002;;lvl_core_tim;;pc;vn;2;;FALSE;Time;tim_M_0002;;Death has taken many lifeforms before their final grain of sand had fallen. His theft of time cannot be allowed to continue.;
;tim_M_0003;;lvl_core_tim;;pc;vn;3;;FALSE;Time;tim_M_0003;;The sand of the Hourglass can only refill outside of Death’s realm. Be resourceful with your time.;
;tim_S_0001B;;lvl_tim;;pc;vn;1000;;FALSE;Time;tim_S_0001B;;With infinity at your side, you will succeed.;
;tim_S_0001;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0001;;We understand that mortals need time to learn. This we can offer.;
;tim_S_0005;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0005;;You have an eternity to spare. Remember that.;
;tim_S_0007;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0007;;Your quest will restore the world's proper order.;
;tim_S_0008;;lvl_tim;;pc;vn;1001;;TRUE;Time;tim_S_0008;;The more you take from Death's realm, the more you can bring back into it. In time, you will succeed.;
;tim_S_0011;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0011;;Death’s actions are an insult to the order of the universe. He must be stopped.;
;tim_S_0012;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0012;;Be thoughtful about your ways. Choose carefully from what we offer.;
;tim_S_0013;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0013;;There are many paths forward. You will know which to choose.;
;tim_S_0014;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0014;;The further you delve into his realm, the more he loses his grip over it.;
;tim_S_0015;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0015;;A glimpse of the infinite.;
;tim_S_0016;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0016_ALT;;Death’s overreach sunders our universe.;
;tim_S_0017;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0017;;Time is a boundless river.;
;tim_S_0018;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0018;;The future rests upon you.;
;tim_S_0019;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0019;;The final hour.;
;tim_S_0020;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0020;;The age of Death passes.;
;tim_S_0021;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0021;;With time comes experience.;
;tim_S_0022;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0022;;Death has grown arrogant.;
;tim_S_0023;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0023;;Death’s arrogance will be his undoing.;
;tim_S_0024;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0024;;Infinity is at your side.;
;tim_S_0025;;lvl_tim;;pc;vn;1002;;TRUE;Time;tim_S_0025;;Time and time again.;
;jus_M_0001;;lvl_core_jus;;pc;vn;1;;FALSE;Justice;jus_M_0001_A;;Greetings to you, champion. I am the arbiter of justice. It is a pleasure to finally meet.;
;~;;;;;;;;;~;jus_M_0001_B;;Death has wronged both your kind and mine and for this, he must face the Law. ;
;~;;;;;;;;;~;jus_M_0001_C_ALT;;Will you help me carry out the sentence?;
;jus_S_0001;;lvl_jus;;pc;vn;1000;;TRUE;Justice;jus_S_0001;;It is not for Death to decide when to take a life. For breaking his duty towards the living, he must face retribution.;
;jus_S_0002;;lvl_jus;;pc;vn;1003;;TRUE;Justice;jus_S_0002;;May my powers aid you in your plight.;
;jus_S_0003;;lvl_jus;;pc;vn;1003;;TRUE;Justice;jus_S_0003;;Take from my blessings, champion.;
;jus_S_0004;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0004;;The scales do not lie.;
;jus_S_0005;;lvl_jus;;pc;vn;1001;;TRUE;Justice;jus_S_0005;;The righteous laws must be upheld.;
;jus_S_0006;;lvl_jus;;pc;vn;1002;;TRUE;Justice;jus_S_0006;;Remember that most gods have unrighteous motives. Do not rely on those driven by sin.;
;jus_S_0008;;lvl_jus;;pc;vn;1005;;FALSE;Justice;jus_S_0008;;In the face of injustice, true heroes are revealed. For being one, I extend my gratitude.;
;jus_S_0010;;lvl_jus;;pc;vn;1001;;TRUE;Justice;jus_S_0010;;The best offense is a good defense, champion.;
;jus_S_0011;;lvl_jus;;pc;vn;1004;;TRUE;Justice;jus_S_0011;;Death did not attend his trial. He believes himself to be above the Laws that govern us all.;
;jus_S_0012;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0012;;Justice shall be done.;
;jus_S_0013;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0013;;May your quest be blessed by the righteous.;
;jus_S_0014;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0014;;Balance the scales.;
;jus_S_0015;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0015;;Justice is impartial.;
;jus_S_0016;;lvl_jus;;pc;vn;1003;;TRUE;Justice;jus_S_0016;;Sin can never remain hidden.;
;jus_S_0017;;lvl_jus;;pc;vn;1005;;TRUE;Justice;jus_S_0017;;All sins lay bare.;
;jus_hbemp_S_0002;has_boon_emp;lvl_jus;;pc;vn;1001;jus_hbemp;TRUE;Justice;jus_hbemp_S_0002;;You carry the mark of the Fates. If they champion you, they must see a heroic journey before you.;
;jus_hbcon_S_0001;has_boon_con;lvl_jus;;pc;vn;1000;jus_hbcon;TRUE;Justice;jus_hbcon_S_0001;;I see you are bearing the blessings of Krom. Know this hero, destruction is a double-edged sword.;
;jus_hbcon_S_0002;has_boon_con;lvl_jus;;pc;vn;1000;jus_hbcon;TRUE;Justice;jus_hbcon_S_0002;;Do not take what war criminals such as Krom offer, hero.;
;jus_hbven_S_0001;has_boon_ven;lvl_jus;;pc;vn;1000;jus_hbven;TRUE;Justice;jus_hbven_S_0001;;Be mindful of Summer’s aid. Do not let emotions cloud your judgment.;
;jus_hbven_S_0002;has_boon_ven;lvl_jus;;pc;vn;1000;jus_hbven;TRUE;Justice;jus_hbven_S_0002;;I see upon you the blessings of Summer. When you face Death, do not let fervor force your hand into revenge. Being impartial is a virtue.;
;jus_hbmor_S_0001;has_boon_mor;lvl_jus;;pc;vn;1000;jus_hbmor;TRUE;Justice;jus_hbmor_S_0001;;The daughter bears no guilt for the sins of her father. Taking Mort's gifts was wise, hero.;
;jus_hbmor_S_0002;has_boon_mor;lvl_jus;;pc;vn;1001;jus_hbmor;TRUE;Justice;jus_hbmor_S_0002;;What Mort offers is a fraction of Death's powers. Even so, it is enough to give you insight. And knowledge is a power of its own.;
;jus_hbmor_S_0003;has_boon_mor;lvl_jus;;pc;vn;1001;jus_hbmor;FALSE;Justice;jus_hbmor_S_0003;;Mort is the only one of us who aids you, without the use of the Hourglass. Even though she is no longer in this realm, her power here still holds.;
;jus_hbmor_S_0004;has_boon_mor;lvl_jus;;pc;vn;1002;jus_hbmor;FALSE;Justice;jus_hbmor_S_0004_A;;Death used to be impartial in his duty. And Mort was always too attached to life.;
;~;;;;;;;;;~;jus_hbmor_S_0004_B;;So I expected she would be the one to defy the law. Yet, here we are.;
;jus_hbser_S_0001;has_boon_ser;lvl_jus;;pc;vn;1000;jus_hbser;TRUE;Justice;jus_hbser_S_0001;;As cold as she is, Winter knows the bounds of her domain. A virtue that not all in her family share.;
;jus_hbser_S_0002;has_boon_ser;lvl_jus;;pc;vn;1000;jus_hbser;TRUE;Justice;jus_hbser_S_0002;;Winter acts on spite. But there might be a flicker of flame behind all this ice.;
;jus_hbtim_S_0001;has_boon_tim;lvl_jus;;pc;vn;1000;jus_hbtim;TRUE;Justice;jus_hbtim_S_0001;;Time’s Hourglass is the center of their power. Yet, they handed it to you, so that Death may face judgment.;
;jus_hbtim_S_0002;has_boon_tim;lvl_jus;;pc;vn;1000;jus_hbtim;TRUE;Justice;jus_hbtim_S_0002;;Without Time’s Hourglass, we would not be able to assist you, hero. For this, I thank them.;
;jus_hbwra_S_0001;has_boon_wra;lvl_jus;;pc;vn;1000;jus_hbwra;TRUE;Justice;jus_hbwra_S_0001;;The god of lightning acts on impulse, much like Summer. Their actions often lead back to Death.;
;wra_M_0001;;lvl_core_wra;;pc;vn;1;;FALSE;Wrath;wra_M_0001_A;;Leigong, God of Lightning, at your service.;
;~;;;;;;;;;~;wra_M_0001_B;;Strange, this opening usually shocks mortals at least a little. Summer beat me to it right? Unbefitting of a god to be unpunctual, especially one such as myself. ;
;~;;;;;;;;;~;wra_M_0001_C;;Never mind, that's quite like me actually! No one can predict a lightning bolt.;
;wra_S_0001;;lvl_wra;;pc;vn;1010;;TRUE;Wrath;wra_S_0001;;You must be doing something right if I'm still sticking around! It isn't in my nature to stick around.;
;wra_S_0002;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0002_ALT;;What is it?;
;wra_S_0003;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_uhhhh2;;I'm getting kind of bored just talking to you. Can we move this along?;
;wra_S_0004;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0004;;How goes it?;
;wra_S_0005;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0005;;I'm a volatile spirit. You, on the other hand, seem quite dependable.;
;wra_S_0007;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0007;;Allow me to interfere, as gods typically do.;
;wra_S_0008;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_pffff;;I really don't have patience for these heroic epic quests. Take my blessings quickly, I'm not in a good mood.;
;wra_S_0009;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_hellothere;;Oh, I'm feeling just splendid right now. Need a bolt or two?;
;wra_S_0010;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0010;;Still stuck in that graveyard?;
;wra_S_0012;;lvl_wra;;pc;vn;1000;;TRUE;Wrath; wra_S_0012;;In all honesty, I'd have already grown tired of this. You have some resilience, pal!;
;wra_S_0013;;lvl_wra;;pc;vn;1000;;TRUE;Wrath; wra_S_0013;;Men and gods bow before me. But no need from you, hero. We're pals, after all.;
;wra_S_0014;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0014;;The stormy weather outside is just splendid today, not to brag. Shame you're stuck in here. Well, let me help you zap out of it.;
;wra_S_0015;;lvl_wra;;pc;vn;1000;;TRUE;Wrath;wra_S_0015;;You doing alright there, mortal? I think you could really use some of my godly aid, wouldn't you agree?;
;wra_S_0019;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0019;;Stormy clouds are gathering outside Death's domain. Must be a bad omen... for him.;
;wra_S_0021;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0021;;Lightning can strike the same place twice.. If I will it, of course.;
;wra_S_0023;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0023;;There was this guy who thought he could bring someone back to life with lightning. You should try it while you're down there.;
;wra_S_0025;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0025;;Let's be real here, no power beats chain lightning.;
;wra_S_0026;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0026;;Allow me to interfere.;
;wra_S_0027;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0027;;I’m shocking, aren't I?;
;wra_S_0028;;lvl_wra;;pc;vn;1001;;TRUE;Wrath;wra_S_0028;;I am a meddling god.;
;wra_hbemp_S_0001;has_boon_emp;lvl_wra;;pc;vn;1000;wra_hbemp;TRUE;Wrath;wra_laugh8;;Oh, I quite like the Fates! They predict me quite well but can never respond on time. Always quite fun to watch them squirm.;
;wra_hbemp_S_0002;has_boon_emp;lvl_wra;;pc;vn;1000;wra_hbemp;TRUE;Wrath;wra_laugh9;;The Fates are wonderful little annoyances.;
;wra_hbcon_S_0001;has_boon_con;lvl_wra;;pc;vn;1000;wra_hbcon;TRUE;Wrath;wra_hrgmmm;;It's getting a bit crowded here, with all these gods. Can't say I'm happy to see Krom again.;
;wra_hbcon_S_0002;has_boon_con;lvl_wra;;pc;vn;1000;wra_hbcon;TRUE;Wrath;wra_hrgmmm;;Why does nobody like Krom? Mortal, mortal, why does nobody like Death? There's a pattern here you see.;
;wra_hbven_S_0001;has_boon_ven;lvl_wra;;pc;vn;1000;wra_hbven;FALSE;Wrath;wra_hmmmm3;;So would you say you find my blessings better or worse than those of Summer? I have to know how the competition's doing here, help a god out!;
;wra_hbven_S_0002;has_boon_ven;lvl_wra;;pc;vn;1001;wra_hbven;FALSE;Wrath;wra_charming;;Summer absolutely adores me. Always tracing me wherever I go.;
;wra_hbven_S_0003;has_boon_ven;lvl_wra;;pc;vn;1002;wra_hbven;FALSE;Wrath;wra_hmmm;;Blessed by Summer already? Guess I'm just the thunder again.;
;wra_hbven_S_0004;has_boon_ven;lvl_wra;;pc;vn;1003;wra_hbven;FALSE;Wrath;wra_sigh2;;Lightning may cause fires, but I'm always second on matters concerning mortals it seems!;
;wra_hbven_S_0005;has_boon_ven;lvl_wra;;pc;vn;1004;wra_hbven;TRUE;Wrath;wra_charming;;Blessed by Summer? Oh, she just can't get enough of me.;
;wra_hbven_S_0006;has_boon_ven;lvl_wra;;pc;vn;1005;wra_hbven;FALSE;Wrath;wra_hellothere2;;Now look, Summer gave your kind fire. But I think she came to help you just to beat me to the starting line.;
;~;;;;;;;;;~;;;Not that I want the world to revolve around me, I revolve around all of it after all.;
;wra_hbven_S_0007;has_boon_ven;lvl_wra;;pc;vn;1005;wra_hbven;FALSE;Wrath;wra_laugh2;;Fire is wild, but lightning is something else isn't it?;
;wra_hbmor_S_0001;has_boon_mor;lvl_wra;;pc;vn;1000;wra_hbmor;TRUE;Wrath;wra_charming2;;Sometimes I'd meet Mort rather than her father in my line of work. A much more delightful experience.;
;wra_hbmor_S_0002;has_boon_mor;lvl_wra;;pc;vn;1000;wra_hbmor;TRUE;Wrath;wra_interesting;;What's the deal with Mort helping you out? Some family drama or something? You know what, I don't wanna know.;
;~;;;;;;;;;~;;;But seriously, what is it?;
;wra_hbser_S_0001;has_boon_ser;lvl_wra;;pc;vn;1010;wra_hbser;TRUE;Wrath;wra_hmmmm4;;Oh, what a bore Winter is. Nothing like her sister. Mort turned out splendid though!;
;wra_hbser_S_0002;has_boon_ser;lvl_wra;;pc;vn;1001;wra_hbser;TRUE;Wrath;wra_hmmmm4;;Without winter there would be no autumn, and I quite like that time of the year. So I guess Winter's not that bad actually.;
;~;;;;;;;;;~;;;And she irritates Summer too.;
;wra_hbtim_S_0002;has_boon_tim;lvl_wra;;pc;vn;1000;wra_hbtim;TRUE;Wrath;wra_laugh;;What can I say of Time? I barely see them, I'm in and out in a split second. Not enough for a chat and a cup of tea.;
;wra_hbjus_S_0001;has_boon_jus;lvl_wra;;pc;vn;1004;wra_hbjus;FALSE;Wrath;wra_ughm;;I don't like Justice one bit. After that sentence she laid out for Summer a dozen millenia ago or so. No idea why the other gods approved it.;
;wra_hbjus_S_0002;has_boon_jus;lvl_wra;;pc;vn;1003;wra_hbjus;FALSE;Wrath;wra_ughm;;Order, balance and a bunch of other crap! Because of the likes of Justice, Chaos lays imprisoned with the.. other ones.;
;~;;;;;;;;;~;;;Though it was Chaos' choice, ultimately...;
;~;;;;;;;;;~;;;Look, she will try to persuade you of her justness with some false appeal to her authority. Don't buy it. Be yourself.;
;ear_M_0001;;lvl_core_ear;;pc;vn;1;;FALSE;Earth;ear_M_0001_B_ALT2;;You stand before Ninh, Maker of Mountains. Follow my directions and let's see what you’re made of!;
;ear_M_0002;;lvl_core_ear;;pc;vn;2;;FALSE;Earth;ear_M_0002_A_ALT2;;I’ve been following your journey ever since your first steps on my terrain, mortal. Many have taken on this quest, yet few have shown such tenacity! ;
;~;;;;;;;;;~;ear_M_0002_B_ALT2;;You try again and again and never waver. Continue your effort!;
;ear_S_0001;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0001_ALT2;;Gotta be tough if you're gonna take what I have to offer!;
;ear_S_0002;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0002;;This better be your best attempt yet, fledgling, lest you want a taste of me next.;
;ear_S_0003;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0003;;Are you just warming up or is this the best you've got?!;
;ear_S_0004;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0004_ALT3;;You’ve earned yourself a little gift from me. Keep going and you might get another!;
;ear_S_0005;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0005_ALT3;;Come o-on, show me some endurance, fledgling, let's see what you've got!;
;ear_S_0006;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0006;;Keep going, mortal! Soon you’ll come to understand the pleasure of the grind.;
;ear_S_0007;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0007_ALT;;This is just the practice part!;
;ear_S_0008;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0008_ALT;;Even the smallest pebble can start an avalanche. What can you start, mortal?;
;ear_S_0009;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0009;;Show me your strength, mortal! Push the earth, feel it push back!;
;ear_S_0010;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0010;;I won't have it said that Ninh stood idly as mortals showed ungodly strength. An apprentice needs their master!;
;ear_S_0011;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0011_ALT;;Standing up to the man himself! Ha, you've got spirit, mortal.;
;ear_S_0012;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0012;;It's the will of the gods, Death must face justice.;
;ear_S_0013;;lvl_ear;;pc;vn;1000;;TRUE;Earth;ear_S_0013_ALT;;The law is to be followed, so there may be stability. Death has no right to do as he pleases.;
;ear_S_0014;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0014_ALT;;Don’t count your attempts. Make every attempt count!;
;ear_S_0015;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0015_ALT;;Mountains take centuries to build. There is strength in discipline, mortal!;
;ear_S_0016;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0016_ALT;;One foot in front of the other. That’s how you move mountains!;
;ear_S_0017;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0017_ALT;;Strength and discipline are the stepping stones to greatness!;
;ear_S_0018;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0018_ALT;;Don’t just climb the mountain - conquer it! ;
;ear_S_0019;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0019_ALT2;;Rock definitely beats paper. I've crushed Spring's trees a thousand times over! Ha! Didn't intend to, but she was just... in the way.;
;ear_S_0020;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0020_ALT;;It’s usually the body that is able, but the mind that is weak. You mortals got it all wrong.;
;ear_S_0021;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0021;;You keep pushing that boulder knowing it will crush you every time. A mortal dares where gods hesitate!;
;ear_S_0022;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0022;;Training every single day, with no end in sight! Some of those gods helping you out should take a page out of your book.;
;ear_S_0023;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0023;;It’s leg day, everyday!;
;ear_S_0024;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0024;;Let’s see how long you can last!;
;ear_S_0025;;lvl_ear;;pc;vn;1001;;TRUE;Earth;ear_S_0023_ALT;;It’s leg day, everyday!;
;ear_hbemp_S_0001;has_boon_emp;lvl_ear;;pc;vn;1001;ear_hbemp;TRUE;Earth;ear_hbemp_S_0001_ALT;;Ha! Fates! We make our own fates, mortal!;
;ear_hbemp_S_0002;has_boon_emp;lvl_ear;;pc;vn;1000;ear_hbemp;TRUE;Earth;ear_hbemp_S_0002_ALT;;No such thing as "fate". If the little devils knew everything, how come they always say and do nothing?;
;ear_hbcon_S_0001;has_boon_con;lvl_ear;;pc;vn;1000;ear_hbcon;TRUE;Earth;ear_hbcon_S_0001;;Krom is tough, but I can still crush him.;
;ear_hbcon_S_0002;has_boon_con;lvl_ear;;pc;vn;1001;ear_hbcon;TRUE;Earth;ear_hbcon_S_0002_ALT3;;You know, I challenged Krom to an arm wrestle once. He never took me up on it.;
;ear_hbven_S_0001;has_boon_ven;lvl_ear;;pc;vn;1000;ear_hbven;TRUE;Earth;ear_hbven_S_0001_ALT;;Fire made mortals soft, like that sly fox Summer. You should have never taken her aid.;
;ear_hbven_S_0002;has_boon_ven;lvl_ear;;pc;vn;1000;ear_hbven;TRUE;Earth;ear_hbven_S_0002_ALT1;;You’ve grown soft with all these tools and weapons. In ancient times, you worshipped the strength within!;
;ear_hbven_S_0003;has_boon_ven;lvl_ear;;pc;vn;1001;ear_hbven;TRUE;Earth;ear_hbven_S_0003;;Summer and her sisters come and go... There's nothing more reliable than the earth beneath your feet.;
;ear_hbmor_S_0001;has_boon_mor;lvl_ear;;pc;vn;1000;ear_hbmor;TRUE;Earth;ear_hbmor_S_0001_ALT;;Summer was a bad influence on Mort. Acting like a friend and sister, instead of filling the missing parental role.;
;ear_hbmor_S_0002;has_boon_mor;lvl_ear;;pc;vn;1000;ear_hbmor;TRUE;Earth;ear_hbmor_S_0002;;Soft. Weak. Mort pales in comparison to her father. How can she help defeat him?;
;ear_hbser_S_0001;has_boon_ser;lvl_ear;;pc;vn;1010;ear_hbser;TRUE;Earth;ear_hbser_S_0001_ALT2;;Winter, always coating my best creations. Ha! She just can't stand to be away from the spotlight!;
;ear_hbser_S_0002;has_boon_ser;lvl_ear;;pc;vn;1001;ear_hbser;TRUE;Earth;ear_hbser_S_0002_ALT;;Every year Winter retreats to my domain. I, on the other hand, am always around.; 
;ear_hbtim_S_0001;has_boon_tim;lvl_ear;;pc;vn;1000;ear_hbtim;TRUE;Earth;ear_hbtim_S_0001_ALT3;;You know... Time is something else. Even I'm not sure if I could take him on a one-on-one brawl.;
;ear_hbjus_S_0001;has_boon_jus;lvl_ear;;pc;vn;1004;ear_hbjus;TRUE;Earth;ear_hbjus_S_0001;;Justice is disciplined, respectable and a true friend.;
;ear_hbjus_S_0002;has_boon_jus;lvl_ear;;pc;vn;1003;ear_hbjus;TRUE;Earth;ear_hbjus_S_0002;;Justice upholds the principles of our pantheon and preserves stability. It's a tough duty to bear.;
;ear_hbwra_S_0001;has_boon_wra;lvl_ear;;pc;vn;1000;ear_hbwra;TRUE;Earth;ear_hbwra_S_0001;;Ha, ha, ha! Leigong here too? Probably trying to gain Summer's favor again? What a fool.;
;ear_hbwra_S_0002;has_boon_wra;lvl_ear;;pc;vn;1000;ear_hbwra;TRUE;Earth;ear_hbwra_S_0002_ALT;;Leigong! Ha! You would think someone this self-centered would work on themselves more.;
;ear_hbwra_S_0003;has_boon_wra;lvl_ear;;pc;vn;1000;ear_hbwra;TRUE;Earth;ear_hbwra_S_0003_ALT;;Leigong's here just to stroke his own ego. Don't seek aid from the unreliable!;
;ear_hbwra_S_0004;has_boon_wra;lvl_ear;;pc;vn;1000;ear_hbwra;TRUE;Earth;ear_hbwra_S_0004_ALT2;;Blessed by Leigong? The guy can’t even commit to staying in one place for a minute. Ha! I expect better of you, fledgling!;
;wat_M_0001;;lvl_core_wat;;pc;vn;1;;FALSE;Water;wat_M_0001_A;;Sorry to have kept you waiting friend, but it seems you’ve started quite the wave without me! ;
;~;;;;;;;;FALSE;Water;wat_M_0001_B;;The whole pantheon has been stirred up, Death has sealed himself in his fortress and time flows through mortal hands!;
;~;;;;;;;;FALSE;Water;wat_M_0001_C;;Surely this will be one for the legends!;
;wat_M_0002;;lvl_core_wat;;pc;vn;2;;FALSE;Water;wat_M_0002;;Seeing you mortals unite is quite refreshing! We gods have a reputation to maintain and eternity provides plenty of time for bickering to turn into feuds. Pride is a heavy anchor! ;
;wat_S_0002;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0002;;Quite the pool party you've started here! ;
;wat_S_0003;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0003;;The ocean's bounty is yours!;
;wat_S_0004;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0004;;Have a drink on me, mate!;
;wat_S_0005;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0005;;Blessings for a rainy day!;
;wat_S_0006;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0006;;A shipment for you!;
;wat_S_0007;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0007;;Look what washed ashore!;
;wat_S_0008;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0008;;It's gonna be smooth sailing from here on out! ;
;wat_S_0009;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0009;;All rivers lead to the ocean!;
;wat_S_0010;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0010;;The ocean’s full of lost things - this one found its way to you! ;
;wat_S_0011;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0011;;Careful - you might have to clean the barnacles off of this one! ;
;wat_S_0012;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0012;;In a bit of trouble, are we? Let me wash away some of your problems! ;
;wat_S_0013;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0013;;There's always a bigger fish the deeper you descend! ;
;wat_S_0014;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0014;;Don’t row, sail with the wind! ;
;wat_S_0015;;lvl_wat;;pc;vn;1000;;TRUE;Water;wat_S_0015;;It’s high tide!;
